g_adr_sk,g_line1_adr,g_line2_adr,g_line3_adr,g_line4_adr,g_city_nam,g_town_cd,g_us_state_cd,g_zip5_cd,g_zip4_cd,g_cntry_cd,g_cnty_cd,g_usps_adr_vrfy_cd,g_usps_line1_adr,g_usps_line2_adr,g_lat_num,g_lon_num,g_cmn_enty_ty_cd,g_dstct_ofc_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts,g_dummy_ind,g_dummy_ts,g_dummy_user_id
1215317,408   20TH AVE SW STE 102,,,,MINOT,,ND,58701,,USA,051,,,,48.2109,-101.298,P,02,1,KWOODALL,24-SEP-14 03.45.58.565000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215318,216   14TH AVE SW,,,,SIDNEY            ,,MT,59270,    ,USA,054,00,216   14TH AVE SW,,47.7155,-104.173,P,01,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215319,216   14TH AVE SW,,,,SIDNEY            ,,MT,59270,    ,USA,054,00,216   14TH AVE SW,,47.7155,-104.173,P,01,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215320,#1 BURDICK EXPWY W,,,,MINOT,,ND,58701,,USA,051,,,,48.2247,-101.32,P,02,5,ESTHERSHAHPAR,11-NOV-14 04.36.21.166000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215321,1400  37TH AVE SW STE C,,,,MINOT,,ND,58701,,USA,051,,,,48.1966,-101.326,P,02,3,PJHEID,29-JUN-15 04.22.43.186000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215322,#1 BURDICK EXPWY,,,,MINOT,,ND,58701,,USA,051,,,,48.1796,-101.275,P,02,0,ANNDOLL,07-DEC-16 11.32.02.181000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215323,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,2,BRENDAPEREZESCOB,13-MAY-15 12.08.44.039000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215324,#1 BURDICK EXPWY W,,,,MINOT             ,,ND,58701,    ,USA,051,00,#1 BURDICK EXPWY W,,48.2247,-101.32,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215325,#1 BURDICK EXPWY W,,,,MINOT,,ND,58701,,USA,051,,,,48.2247,-101.32,P,02,2,JMLAGRO,27-JAN-15 12.27.39.639000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215326,#1 BURDICK EXPWY W,,,,MINOT             ,,ND,58701,    ,USA,051,00,#1 BURDICK EXPWY W,,48.2247,-101.32,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215329,114   NE 3RD STREET,,,,ROLLA,,ND,58367,,USA,040,,,,48.8617,-99.6138,P,03,0,KHANDELAND,29-NOV-19 01.16.21.592000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215330,1555  43RD ST S # 107,,,,FARGO             ,,ND,58103,    ,USA,009,00,1555  43RD ST S # 107,,46.863,-96.8534,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215332,415   1/2 NEBRASKA AVE,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2644,-96.589,P,,1,SHERSAYLER,30-MAR-14 03.16.48.942000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215335,415   1/2 NEBRASKA AVE,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2644,-96.589,P,,4,RRUD,20-AUG-15 03.10.51.980000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215337,STE 120,11000 N SCOTTSDALE RD,,,SCOTTSDALE        ,,AZ,85254,    ,USA,054,00,STE 120,11000 N SCOTTSDALE RD,33.6186,-111.953,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215339,2585  23RD AVE S STE A,,,,FARGO             ,,ND,58103,    ,USA,009,00,2585  23RD AVE S STE A,,46.8444,-96.8254,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215340,712   S CASCADE STREET,,,,FERGUS FALLS,,MN,56537,,USA,054,,,,46.2766,-96.0726,P,,0,KHANDELAND,29-NOV-19 01.17.40.928000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215342,1213  15TH AVE W,,,,WILLISTON         ,,ND,58801,    ,USA,053,00,1213  15TH AVE W,,48.1546,-103.645,P,01,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215343,801   BROADWAY NORTH,,,,FARGO             ,,ND,58102,    ,USA,009,00,801   BROADWAY NORTH,,46.8849,-96.7876,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215344,3015  3RD AVE SE,,,,ABERDEEN          ,,SD,57401,    ,USA,054,00,3015  3RD AVE SE,,45.4622,-98.4456,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215345,831   S BROADWAY,,,,MINOT,,ND,58701,,USA,051,,,,48.2167,-101.296,P,02,0,KHANDELAND,29-NOV-19 01.20.45.042000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215346,3301  30TH AVE S STE 101,,,,GRAND FORKS,,ND,58201,,USA,018,,,,47.8918,-97.0764,P,04,5,PJHEID,30-JUN-15 11.09.15.739000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215347,1500  24TH AVE SW,,,,MINOT             ,,ND,58701,    ,USA,051,00,1500  24TH AVE SW,,48.2079,-101.316,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215348,101   3RD AVE SW,,,,MINOT             ,,ND,58701,    ,USA,051,00,101   3RD AVE SW,,48.2333,-101.294,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215350,121   N 20TH ST BLDG 17,,,,OPELIKA           ,,AL,36801,    ,USA,054,00,121   N 20TH ST BLDG 17,,32.6357,-85.4035,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215351,102   2ND AVE SW,,,,JAMESTOWN,,ND,58401,,USA,047,,,,46.9078,-98.7101,P,06,1,ESTHERSHAHPAR,24-MAR-15 04.28.23.986000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215352,#2 3RD AVE SW,,,,TOWNER,,ND,58788,,USA,025,,,,48.3581,-100.445,P,02,0,DM Upd.Defect.ESPRD01175460,26-JUL-16 05.14.09.000000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215353,3212  14TH AVE S STE 2,,,,FARGO,,ND,58103,,USA,009,,,,46.8606,-96.8305,P,05,0,AYARBROUGH,24-MAY-16 02.55.36.744000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215354,6545  FRANCE AVE STE 115,,,,EDINA             ,,MN,55435,    ,USA,054,00,6545  FRANCE AVE STE 115,,44.8847,-93.3287,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215356,352   1ST ST E STE D,,,,DICKINSON,,ND,58601,,USA,045,,,,46.8792,-102.78,P,08,2,JMLAGRO,17-MAR-15 07.50.23.598000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215357,6116  E WARREN AVE,,,,DENVER            ,,CO,80222,    ,USA,054,00,6116  E WARREN AVE,,39.6772,-104.917,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215358,414   N 7TH STREET,,,,BISMARCK          ,,ND,58501,    ,USA,008,00,414   N 7TH STREET,,46.809,-100.781,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215359,510   4TH STREET S,,,,FARGO             ,,ND,58103,    ,USA,009,00,510   4TH STREET S,,46.8692,-96.7854,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215360,#1 BURDICK EXPWY W,,,,MINOT             ,,ND,58701,    ,USA,051,00,#1 BURDICK EXPWY W,,48.2247,-101.32,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215361,712   S CASCADE ST,,,,FERGUS FALLS      ,,MN,56537,    ,USA,054,00,712   S CASCADE ST,,46.2766,-96.0726,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215362,30    W 7TH STREET,,,,DICKINSON         ,,ND,58601,    ,USA,045,00,30    W 7TH STREET,,46.8859,-102.785,P,08,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215363,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,0,ANNDOLL,06-FEB-18 09.18.14.648000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215364,1702  S UNIVERSITY DR,,,,FARGO,,ND,58103,,USA,009,,,,46.8535,-96.7985,P,05,8,CAROLREEVES,26-JUN-15 01.42.22.846000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215365,300   N 7TH ST,,,,BISMARCK,,ND,58501,,USA,008,,,,46.808,-100.781,P,07,5,ESTHERSHAHPAR,07-AUG-15 07.57.16.603000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215366,401   N 9TH ST,,,,BISMARCK          ,,ND,58501,    ,USA,008,00,401   N 9TH ST,,46.8086,-100.778,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215367,3000  32ND AVE S,,,,FARGO             ,,ND,58103,    ,USA,009,00,3000  32ND AVE S,,46.8323,-96.8264,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215368,401   N 9TH STREET,,,,BISMARCK,,ND,58501,,USA,008,,,,46.8086,-100.778,P,07,7,ESTHERSHAHPAR,12-NOV-14 02.27.23.545000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215369,3000  32ND AVE S,,,,FARGO,,ND,58103,,USA,009,,,,46.8323,-96.8264,P,05,2,CAROLREEVES,26-JUN-15 01.21.37.015000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215370,2400  ST FRANCIS DR,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.20.31.947000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215371,4554  38TH AVE S STE E,,,,FARGO             ,,ND,58104,    ,USA,009,00,4554  38TH AVE S STE E,,46.8213,-96.8288,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215372,4554  38TH AVE S STE E,,,,FARGO             ,,ND,58104,    ,USA,009,00,4554  38TH AVE S STE E,,46.8213,-96.8288,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215373,30    W 7TH STREET,,,,DICKINSON         ,,ND,58601,    ,USA,045,00,30    W 7TH STREET,,46.8859,-102.785,P,08,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215375,745   STATE AVE STE A,,,,DICKINSON,,ND,58601,,USA,045,,,,46.8857,-102.811,P,08,2,JMLAGRO,02-JUL-15 07.53.22.371000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215377,712   S CASCADE STREET,,,,FERGUS FALLS,,MN,56537,,USA,054,,,,46.2766,-96.0726,P,,0,KHANDELAND,29-NOV-19 01.22.28.307000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215378,100   MARIO CAPECCHI DR,,,,SALT LAKE CITY    ,,UT,84113,    ,USA,054,00,100   MARIO CAPECCHI DR,,40.7729,-111.838,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215379,500   10TH AVE NE STE 230,,,,FARGO,,ND,58078,,USA,009,,,,46.8665,-96.8909,P,05,1,JMLAGRO,04-SEP-14 08.31.35.179000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215380,2422  20TH STREET SW,,,,JAMESTOWN,,ND,58401,,USA,047,,,,46.888,-98.7165,P,06,3,JMLAGRO,21-JUL-15 08.51.20.869000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215382,2400  ST FRANCIS DR,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.22.20.685000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215383,2400  ST FRANCIS DR,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.24.08.719000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215384,2400  ST FRANCIS DR,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.23.53.861000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215385,2400  ST FRANCIS DR,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.24.47.664000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215386,3883  74TH AVE NE,,,,FORT TOTTEN       ,,ND,58335,    ,USA,003,00,3883  74TH AVE NE,,47.979,-99.0088,P,03,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215389,1700  11TH STREET W,,,,WILLISTON,,ND,58801,,USA,053,,,,48.1542,-103.64,P,01,1,CHRISTIANGONZALE,23-JAN-15 11.16.16.376000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215391,300   N 7TH STREET,,,,BISMARCK,,ND,58501,,USA,008,,,,46.808,-100.781,P,07,0,ANNDOLL,27-MAR-18 01.09.39.253000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215392,3000  32ND AVE S,,,,FARGO             ,,ND,58103,    ,USA,009,00,3000  32ND AVE S,,46.8323,-96.8264,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215393,1000  S COLUMBIA RD,,,,GRAND FORKS,,ND,58206,,USA,018,,,,47.9116,-97.0666,P,04,3,MMANYGUNS,26-FEB-15 02.13.15.076000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215394,1000  S COLUMBIA RD,,,,GRAND FORKS       ,,ND,58206,    ,USA,018,00,1000  S COLUMBIA RD,,47.9116,-97.0666,P,04,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215396,1000  S COLUMBIA RD,,,,GRAND FORKS,,ND,58206,,USA,018,,,,47.9116,-97.0666,P,04,2,DANIELLAESTRELLA,11-NOV-14 03.50.35.599000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215397,222   N 7TH STREET,,,,BISMARCK,,ND,58501,,USA,008,,,,46.8069,-100.781,P,07,0,LKHUNT,16-JUN-17 12.38.08.500000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215400,1720 UNIVERSITY DR S,,,,FARGO,,ND,58103,4940,USA,009,,,,46.8535,-96.7985,P,05,4,JMLAGRO,02-MAR-15 01.36.20.097000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215403,2301  25TH STREET S,,,,FARGO,,ND,58103,,USA,009,,,,46.844,-96.8199,P,05,2,MMANYGUNS,26-FEB-15 12.34.40.512000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215407,100   4TH STREET S,,,,FARGO             ,,ND,58103,    ,USA,009,00,100   4TH STREET S,,46.873,-96.7849,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215408,801   BROADWAY NORTH,,,,FARGO             ,,ND,58102,    ,USA,009,00,801   BROADWAY NORTH,,46.8849,-96.7876,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215409,510   4TH STREET S,,,,FARGO             ,,ND,58103,    ,USA,009,00,510   4TH STREET S,,46.8692,-96.7854,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215410,712   S CASCADE STREET,,,,FERGUS FALLS,,MN,56537,,USA,054,,,,46.2766,-96.0726,P,,5,CAROLREEVES,31-JUL-15 08.12.51.024000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215411,403   CENTER AVE STE 410,,,,MOORHEAD,,MN,56560,,USA,054,,,,46.8749,-96.7743,P,,10,MMANYGUNS,22-JUL-15 03.00.33.032000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215412,905   N 3RD STREET,,,,ABERDEEN,,SD,57401,,USA,054,,,,45.4754,-98.4925,P,,5,JMLAGRO,05-AUG-15 12.24.30.521000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215413,1526  NORTHWAY DR,,,,ST CLOUD          ,,MN,56303,    ,USA,054,00,1526  NORTHWAY DR,,45.5777,-94.1825,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215414,20 S PLUM STREET,,,,VERMILLION,,SD,57069,,USA,054,,,,42.7787,-96.9197,P,,0,ANNDOLL,03-NOV-17 02.31.34.705000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215415,"1000 E 23RD ST, STE 200",,,,SIOUX FALLS,,SD,57105,,USA,054,,,,43.5321,-96.7136,P,,0,MLMOOS,08-NOV-19 02.35.46.853000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215418,900   EAST BROADWAY,,,,BISMARCK,,ND,58501,,USA,008,,,,46.8065,-100.777,P,07,5,USHASHA,30-JUL-15 02.03.17.162000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215419,1000  SOUTH COLUMBIA ROAD,,,,GRAND FORKS,,ND,58201,,USA,018,,,,47.9116,-97.0666,P,04,6,PJHEID,03-DEC-14 08.52.37.293000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215421,222   NORTH 7TH STREET,,,,BISMARCK          ,,ND,58501,    ,USA,008,00,222   NORTH 7TH STREET,,46.8069,-100.781,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215422,300   NORTH 7TH STREET,,,,BISMARCK          ,,ND,58501,    ,USA,008,00,300   NORTH 7TH STREET,,46.808,-100.781,P,07,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215423,2400  ST FRANCIS DRIVE,,,,BRECKENRIDGE,,MN,56520,,USA,054,,,,46.2784,-96.5909,P,,0,KHANDELAND,29-NOV-19 01.27.59.944000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215424,801   BROADWAY NORTH,,,,FARGO,,ND,58122,,USA,009,,,,46.884,-96.7845,P,05,7,JMLAGRO,27-JUL-15 12.48.27.156000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215425,3000  32ND AVE SOUTH,,,,FARGO             ,,ND,58103,    ,USA,009,00,3000  32ND AVE SOUTH,,46.8323,-96.8264,P,05,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215426,300   N 7TH STREET,,,,BISMARCK,,ND,58501,,USA,008,,,,46.808,-100.781,P,07,4,CAROLREEVES,25-JUN-15 09.21.08.519000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215427,401   NORTH 9TH STREET,,,,BISMARCK,,ND,58501,,USA,008,,,,46.8086,-100.778,P,07,3,ESTHERSHAHPAR,12-NOV-14 02.13.29.315000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215428,323   SOUTH MINNESOTA ST,,,,CROOKSTON,,MN,56716,,USA,054,,,,47.7728,-96.619,P,,0,ANNDOLL,29-OCT-19 12.50.42.749000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215430,900   EAST BROADWAY,,,,BISMARCK,,ND,58501,,USA,008,,,,46.8065,-100.777,P,07,4,ESTHERSHAHPAR,15-AUG-15 10.28.40.810000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215431,101   3RD AVE SW,,,,MINOT,,ND,58701,,USA,051,,,,48.2333,-101.294,P,02,3,JMLAGRO,20-JUL-15 10.27.45.964000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215432,801   BROADWAY NORTH,,,,FARGO,,ND,58102,,USA,009,,,,46.8849,-96.7876,P,05,8,CAROLREEVES,22-JUN-15 03.49.59.178000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215433,800   SOUTH MAIN STREET,,,,RUGBY,,ND,58368,,USA,035,,,,48.3625,-99.9963,P,02,0,SKOEHLY,15-JUN-16 09.11.07.537000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215434,800   SOUTH MAIN STREET,,,,RUGBY,,ND,58368,,USA,035,,,,48.3625,-99.9963,P,02,0,DMOCK,17-OCT-16 10.03.02.263000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215435,800   SOUTH MAIN STREET,,,,RUGBY             ,,ND,58368,    ,USA,035,00,800   SOUTH MAIN STREET,,48.3625,-99.9963,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215436,800   SOUTH MAIN STREET,,,,RUGBY             ,,ND,58368,    ,USA,035,00,800   SOUTH MAIN STREET,,48.3625,-99.9963,P,02,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215437,800   S MAIN STREET,,,,RUGBY,,ND,58368,,USA,035,,,,48.3625,-99.9963,P,02,0,KHANDELAND,29-NOV-19 01.30.52.861000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215438,737   BROADWAY,,,,FARGO,,ND,58122,,USA,009,,,,46.884,-96.7845,P,05,7,PJHEID,08-AUG-15 06.19.52.816000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215439,3333  BURNET AVE,,,,CINCINNATI,,OH,45229,3026,USA,054,,,,39.1414,-84.5005,P,,0,PJHEID,05-JAN-16 07.35.19.491000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215440,534   N MAIN ST UNIT A,,,,HORACE,,ND,58047,,USA,009,,,,46.6689,-96.81,P,05,1,SHERSAYLER,13-JUN-14 09.10.16.348000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215442,255   N 30TH STREET,,,,LARAMIE           ,,WY,82072,    ,USA,054,00,255   N 30TH STREET,,41.3115,-105.557,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215443,1300  HIDDEN LAKES PKWY,,,,GOLDEN VALLEY     ,,MN,55422,    ,USA,054,00,1300  HIDDEN LAKES PKWY,,44.9947,-93.3311,P,,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215446,524   N MAIN ST STE A,,,,HORACE,,ND,58047,4640,USA,009,,,,46.6689,-96.81,P,05,3,JMLAGRO,21-JAN-15 10.25.09.471000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215447,#1    BURDICK EXPY WEST,,,,MINOT,,ND,58701,,USA,051,,,,48.2247,-101.32,P,02,0,DMOCK,11-MAR-16 02.44.21.384000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215449,14700  28TH AVE N STE 20,,,,PLYMOUTH,,MN,55447,4876,USA,054,,,,45.0113,-93.4659,P,,2,JMLAGRO,11-MAR-15 07.21.58.294000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215450,301   MOUNTAIN ST EAST,,,,CAVALIER          ,,ND,58220,4015,USA,034,00,301   MOUNTAIN ST EAST,,48.7926,-97.6184,P,04,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215452,301   MOUNTAIN ST EAST,,,,CAVALIER,,ND,58220,4015,USA,034,,,,48.7926,-97.6184,P,04,0,DMOCK,09-OCT-15 11.51.36.427000000 PM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215453,801   BROADWAY NORTH,,,,FARGO,,ND,58102,,USA,009,,,,46.8849,-96.7876,P,05,6,THENDERSON,21-AUG-15 08.58.39.630000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
1215454,30    W 7TH ST,,,,DICKINSON         ,,ND,58601,    ,USA,045,00,30    W 7TH ST,,46.8859,-102.785,P,08,0,Provider Conversion,30-MAR-13 03.37.13.000000000 AM,Provider Conversion,30-MAR-13 03.42.10.000000000 AM,N,,
11329574,408 Minnesota Avenue,,,,Breckenridge,,MN,56520,,,,00,408 Minnesota Avenue,,46.2635,-96.589,P,,0,SDO CNV FIX,20-OCT-15 06.15.27.437931000 PM,JMLAGRO,25-SEP-13 11.16.47.374000000 AM,N,,
