"P_SYS_ID","P_DO_NOT_DSPLY_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1277548,"0",22,"JMLAGRO",03-FEB-14 12.09.36.944000000 PM,"guestUser",15-MAY-13 08.57.34.275000000 AM
1277561,"0",9,"JOYSPEZIALE",24-JAN-14 06.53.41.389000000 PM,"guestUser",15-MAY-13 01.05.25.707000000 PM
1277565,"0",9,"JMLAGRO",15-APR-14 07.42.29.086000000 AM,"guestUser",15-MAY-13 01.14.24.703000000 PM
1277566,"0",17,"JUDITHSZEGEDI",24-JAN-14 06.44.54.305000000 PM,"guestUser",15-MAY-13 01.21.08.570000000 PM
1277567,"0",13,"JOYSPEZIALE",27-JAN-14 06.26.12.701000000 PM,"guestUser",15-MAY-13 01.29.08.387000000 PM
1277570,"0",17,"JOYSPEZIALE",27-JAN-14 07.37.20.471000000 PM,"guestUser",15-MAY-13 01.49.42.527000000 PM
1277571,"0",6,"JMLAGRO",02-DEC-13 01.34.06.092000000 PM,"guestUser",15-MAY-13 01.55.59.064000000 PM
1277572,"0",19,"ZOEASANDY",24-MAR-14 02.12.46.697000000 PM,"guestUser",15-MAY-13 02.03.15.420000000 PM
1277575,"1",8,"JMLAGRO",11-AUG-14 03.14.56.850000000 PM,"guestUser",15-MAY-13 02.30.33.115000000 PM
1277576,"0",25,"LISACAMPBELL",15-APR-14 03.40.13.616000000 PM,"guestUser",15-MAY-13 02.31.15.119000000 PM
1277577,"0",1,"guestUser",30-JUL-14 01.01.25.510000000 PM,"guestUser",15-MAY-13 02.38.32.764000000 PM
1277578,"0",18,"LISACAMPBELL",29-JAN-14 11.33.32.814000000 PM,"guestUser",15-MAY-13 02.49.15.622000000 PM
1277579,"0",18,"LISACAMPBELL",30-JAN-14 12.15.42.722000000 AM,"guestUser",15-MAY-13 02.55.03.647000000 PM
1277581,"0",23,"PAULASOLL",02-APR-14 09.49.25.483000000 AM,"guestUser",15-MAY-13 03.12.49.257000000 PM
1277582,"1",4,"JMLAGRO",11-AUG-14 03.20.53.328000000 PM,"guestUser",15-MAY-13 03.20.28.579000000 PM
1277583,"0",21,"ZOEASANDY",30-JAN-14 02.47.18.420000000 PM,"guestUser",15-MAY-13 03.27.12.621000000 PM
1277606,"0",21,"JOYSPEZIALE",08-APR-14 04.52.03.571000000 PM,"guestUser",16-MAY-13 10.48.41.836000000 AM
1277611,"0",25,"PJHEID",10-MAY-14 07.27.30.678000000 AM,"guestUser",16-MAY-13 11.36.10.599000000 AM
1277623,"0",21,"PJHEID",04-MAR-15 04.52.10.591000000 PM,"guestUser",16-MAY-13 04.14.20.274000000 PM
1277630,"0",4,"guestUser",05-JUN-13 01.44.25.272000000 AM,"guestUser",17-MAY-13 10.48.38.818000000 AM
1277632,"0",20,"ZOEASANDY",30-JAN-14 10.00.25.831000000 AM,"guestUser",17-MAY-13 11.16.31.448000000 AM
1277635,"0",17,"JUDITHSZEGEDI",30-JAN-14 06.06.26.658000000 PM,"guestUser",17-MAY-13 11.44.01.250000000 AM
1277657,"0",13,"JOYSPEZIALE",26-MAR-14 11.35.05.162000000 AM,"guestUser",17-MAY-13 03.30.32.436000000 PM
1277664,"0",26,"LISACAMPBELL",04-FEB-14 01.35.57.932000000 AM,"guestUser",20-MAY-13 08.51.24.014000000 AM
1277682,"0",24,"JMLAGRO",16-APR-14 01.00.44.806000000 PM,"guestUser",21-MAY-13 09.24.24.910000000 AM
1277687,"0",18,"PJHEID",31-JAN-14 10.18.30.236000000 AM,"guestUser",21-MAY-13 11.08.21.471000000 AM
1277700,"0",19,"JMLAGRO",26-JAN-15 12.08.41.008000000 PM,"guestUser",21-MAY-13 01.37.02.930000000 PM
1277705,"0",14,"guestUser",21-MAY-13 02.21.02.175000000 PM,"guestUser",21-MAY-13 02.20.58.503000000 PM
1277706,"0",24,"JMLAGRO",10-FEB-14 12.37.53.010000000 PM,"guestUser",21-MAY-13 02.21.29.236000000 PM
1277708,"0",24,"PJHEID",30-NOV-13 11.24.57.060000000 AM,"guestUser",21-MAY-13 02.27.46.891000000 PM
1277728,"0",14,"JMLAGRO",20-FEB-14 03.43.46.102000000 PM,"guestUser",22-MAY-13 01.08.47.880000000 PM
1277748,"0",23,"JMLAGRO",08-APR-14 09.38.39.533000000 AM,"guestUser",23-MAY-13 10.43.55.507000000 AM
1277763,"0",24,"JMLAGRO",19-MAR-14 07.22.24.030000000 AM,"guestUser",23-MAY-13 02.16.14.749000000 PM
1277764,"0",21,"JMLAGRO",08-APR-14 09.48.17.788000000 AM,"guestUser",23-MAY-13 02.19.37.391000000 PM
1277766,"0",32,"JMLAGRO",20-FEB-14 03.46.40.772000000 PM,"guestUser",23-MAY-13 03.53.43.760000000 PM
1277779,"0",9,"JOYSPEZIALE",28-JAN-14 07.05.40.458000000 PM,"guestUser",24-MAY-13 10.52.17.445000000 AM
1277780,"0",6,"PJHEID",14-JUN-13 03.25.42.150000000 PM,"guestUser",24-MAY-13 11.07.17.141000000 AM
1277781,"0",5,"guestUser",24-MAY-13 11.09.22.763000000 AM,"guestUser",24-MAY-13 11.09.22.763000000 AM
1277784,"0",9,"JOYSPEZIALE",29-JAN-14 01.31.52.726000000 PM,"guestUser",24-MAY-13 11.48.25.741000000 AM
1277786,"0",4,"JOYSPEZIALE",29-JAN-14 11.26.15.139000000 AM,"guestUser",24-MAY-13 11.51.29.519000000 AM
1277793,"0",0,"guestUser",24-MAY-13 12.18.54.255000000 PM,"guestUser",24-MAY-13 12.18.54.255000000 PM
1277795,"0",0,"guestUser",24-MAY-13 12.28.20.760000000 PM,"guestUser",24-MAY-13 12.28.20.760000000 PM
1277796,"0",16,"JOYSPEZIALE",05-FEB-14 05.19.47.619000000 PM,"guestUser",24-MAY-13 12.42.58.432000000 PM
1277797,"0",24,"JMLAGRO",08-APR-14 10.00.18.758000000 AM,"guestUser",24-MAY-13 12.44.57.749000000 PM
1277798,"0",17,"JOYSPEZIALE",31-JAN-14 11.33.31.771000000 AM,"guestUser",24-MAY-13 01.00.42.071000000 PM
1277816,"0",20,"JMLAGRO",20-MAR-15 12.22.41.514000000 PM,"guestUser",28-MAY-13 10.45.23.454000000 AM
1277817,"0",15,"LISACAMPBELL",09-APR-14 01.39.08.016000000 PM,"guestUser",28-MAY-13 11.04.08.733000000 AM
1277818,"0",20,"DMOCK",30-JAN-15 07.27.52.028000000 AM,"guestUser",28-MAY-13 11.04.51.756000000 AM
1277820,"0",17,"LISACAMPBELL",07-FEB-14 12.39.21.192000000 AM,"guestUser",28-MAY-13 11.17.27.670000000 AM
1277821,"0",11,"JMLAGRO",13-DEC-13 01.31.58.517000000 PM,"guestUser",28-MAY-13 11.28.08.848000000 AM
1277825,"0",11,"JMLAGRO",12-NOV-13 08.17.03.311000000 AM,"guestUser",28-MAY-13 12.03.58.579000000 PM
1277834,"0",28,"CAROLREEVES",26-JUN-15 10.01.22.249000000 AM,"guestUser",28-MAY-13 04.18.48.097000000 PM
1277835,"1",4,"JMLAGRO",24-SEP-14 01.49.45.688000000 PM,"guestUser",28-MAY-13 04.26.33.394000000 PM
1277836,"1",6,"DMOCK",19-JUN-14 06.41.23.516000000 PM,"guestUser",28-MAY-13 04.46.22.547000000 PM
1277850,"0",25,"JMLAGRO",08-APR-14 11.07.40.675000000 AM,"guestUser",29-MAY-13 01.47.26.252000000 PM
1277852,"0",35,"MMANYGUNS",03-FEB-15 07.52.46.071000000 PM,"guestUser",29-MAY-13 03.51.19.937000000 PM
1277860,"0",11,"JMLAGRO",14-JAN-14 01.14.52.314000000 PM,"guestUser",30-MAY-13 11.15.12.670000000 AM
1277862,"0",21,"JMLAGRO",26-JAN-15 08.30.48.032000000 AM,"guestUser",30-MAY-13 12.03.01.935000000 PM
1277866,"0",26,"JUDITHSZEGEDI",04-FEB-14 07.05.23.925000000 PM,"guestUser",30-MAY-13 02.59.37.423000000 PM
1277890,"0",21,"JMLAGRO",03-DEC-13 06.49.09.257000000 AM,"guestUser",31-MAY-13 03.31.19.984000000 PM
1277894,"0",42,"JUDITHSZEGEDI",04-FEB-14 08.07.16.189000000 PM,"guestUser",03-JUN-13 10.02.17.976000000 AM
1276777,"0",18,"PJHEID",12-NOV-13 02.30.56.775000000 PM,"guestUser",09-APR-13 02.42.37.698000000 PM
1276779,"0",22,"PJHEID",12-NOV-13 03.38.48.664000000 PM,"guestUser",09-APR-13 03.29.38.733000000 PM
1276785,"0",20,"JMLAGRO",01-OCT-13 11.07.01.157000000 AM,"guestUser",10-APR-13 09.20.30.157000000 AM
1276795,"0",21,"NMAIER",10-APR-13 03.11.49.823000000 PM,"guestUser",10-APR-13 11.11.02.924000000 AM
1276844,"1",7,"JMLAGRO",08-AUG-14 08.26.05.639000000 AM,"guestUser",16-APR-13 12.40.36.717000000 PM
1276872,"0",22,"JMLAGRO",22-OCT-13 08.41.22.351000000 AM,"guestUser",17-APR-13 07.12.17.978000000 PM
1276883,"0",7,"JMLAGRO",04-FEB-14 10.53.51.571000000 AM,"guestUser",18-APR-13 02.10.20.358000000 PM
1276904,"0",10,"JMLAGRO",13-MAR-14 08.45.08.262000000 AM,"guestUser",19-APR-13 11.04.35.364000000 AM
1276906,"0",12,"JMLAGRO",15-APR-14 12.56.39.825000000 PM,"guestUser",19-APR-13 11.39.42.622000000 AM
1276997,"0",9,"JMLAGRO",11-OCT-13 12.59.18.914000000 PM,"guestUser",24-APR-13 11.19.09.672000000 AM
1277073,"0",10,"JMLAGRO",10-JAN-14 02.59.56.310000000 PM,"guestUser",29-APR-13 10.39.52.295000000 AM
1277074,"0",26,"JMLAGRO",30-OCT-13 03.58.44.188000000 PM,"guestUser",29-APR-13 11.10.20.523000000 AM
1277076,"0",24,"PJHEID",28-FEB-14 04.08.20.503000000 PM,"guestUser",29-APR-13 11.13.42.642000000 AM
1277101,"0",30,"JOYSPEZIALE",17-FEB-14 01.25.00.093000000 PM,"guestUser",30-APR-13 12.19.48.610000000 PM
1277111,"1",10,"JMLAGRO",11-AUG-14 03.12.12.300000000 PM,"guestUser",30-APR-13 03.00.57.376000000 PM
1277116,"0",23,"ZOEASANDY",05-FEB-14 04.45.31.587000000 PM,"guestUser",01-MAY-13 10.01.30.068000000 AM
1277120,"0",3,"PJHEID",17-JUN-14 10.42.40.177000000 AM,"guestUser",01-MAY-13 10.52.53.165000000 AM
