"P_SYS_ID","P_ENROL_STAT_SK","P_ENROL_STAT_BEG_DT","P_ENROL_STAT_END_DT","P_ENROL_STAT_TY_CD","P_ENROL_STAT_RSN_CD","P_RTRCTV_ELIG_IND","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000064,1000064,19-DEC-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000065,1000065,31-DEC-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000066,1000066,06-MAR-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000067,1000067,21-NOV-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000068,1000068,11-DEC-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000069,1000069,19-APR-12,30-SEP-13,"A","45","N",1,"SHERSAYLER",30-MAR-14 03.40.44.437000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000070,1000070,19-APR-12,30-SEP-13,"A","45","N",1,"SHERSAYLER",30-MAR-14 03.40.18.607000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000071,1000071,06-JAN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000072,1000072,27-DEC-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000073,1000073,10-JAN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000074,1000074,02-OCT-12,30-SEP-13,"A","45","N",1,"SHERSAYLER",30-MAR-14 03.37.25.758000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000075,1000075,29-MAY-12,30-SEP-13,"A","45","N",2,"KARINARUIZ",29-AUG-14 12.59.05.438000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000076,1000076,13-JAN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000077,1000077,28-JUN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000078,1000078,13-MAR-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000079,1000079,25-JUN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000080,1000080,11-MAY-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000081,1000081,06-JAN-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000082,1000082,05-JUL-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000083,1000083,09-APR-12,30-SEP-13,"A","45","N",2,"JMLAGRO",05-AUG-15 11.01.45.042000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000084,1000084,19-DEC-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000085,1000085,05-MAR-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000086,1000086,04-JUL-12,30-SEP-13,"A","45","N",2,"MMANYGUNS",06-JUL-15 12.07.58.643000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000087,1000087,30-OCT-12,30-SEP-13,"A","45","N",2,"JMLAGRO",19-SEP-14 08.00.34.445000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000088,1000088,29-AUG-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000089,1000089,17-APR-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000090,1000090,22-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000091,1000091,08-APR-12,30-SEP-13,"A","45","N",1,"MMANYGUNS",29-APR-15 04.02.30.230000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000092,1000092,20-MAY-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000093,1000093,08-SEP-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000094,1000094,01-OCT-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000095,1000095,07-AUG-08,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000096,1000096,12-JUL-10,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000097,1000097,01-JUL-11,30-SEP-13,"A","45","N",2,"JMLAGRO",04-AUG-15 07.53.20.173000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000098,1000098,01-JUL-11,30-SEP-13,"A","45","N",2,"JMLAGRO",04-AUG-15 08.09.12.701000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000099,1000099,01-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000100,1000100,01-JUL-11,30-SEP-13,"A","45","N",3,"JMLAGRO",04-AUG-15 10.12.21.230000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000101,1000101,21-FEB-11,30-SEP-13,"A","48","N",5,"DMOCK",20-FEB-19 08.23.36.761000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000102,1000102,01-JAN-94,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000103,1000103,01-JAN-06,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000104,1000104,22-DEC-10,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000105,1000105,01-AUG-10,30-SEP-13,"A","45","N",1,"JMLAGRO",27-JAN-15 10.14.53.926000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000106,1000106,01-AUG-10,30-SEP-13,"A","45","N",3,"JMLAGRO",23-FEB-15 12.14.35.106000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000107,1000107,01-AUG-10,18-AUG-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000108,1000108,01-AUG-10,30-SEP-13,"A","45","N",4,"JMLAGRO",23-FEB-15 12.15.58.913000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000109,1000109,27-APR-10,23-SEP-16,"I","51","N",10,"CHLHARMON",29-DEC-18 05.51.53.426000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000110,1000110,01-JUL-10,04-OCT-15,"A","51","N",2,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000111,1000111,01-JUL-10,01-NOV-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000112,1000112,01-JUL-10,30-SEP-13,"A","45","N",4,"SKOEHLY",03-MAR-15 01.34.05.479000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000113,1000113,01-JUL-10,01-NOV-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000114,1000114,01-JUL-10,30-SEP-13,"A","45","N",2,"SKOEHLY",03-MAR-15 01.51.39.773000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000115,1000115,01-JUL-10,30-SEP-13,"A","45","N",1,"SKOEHLY",10-JUL-14 10.34.35.861000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000117,1000117,01-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000118,1000118,01-JUN-12,30-SEP-13,"A","45","N",4,"CAROLREEVES",05-JUN-15 08.54.47.778000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000119,1000119,01-FEB-12,30-SEP-13,"A","45","N",1,"SKOEHLY",03-MAR-15 01.37.55.723000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000121,1000121,15-JUN-10,30-SEP-13,"A","45","N",3,"SKOEHLY",30-MAR-15 03.12.54.399000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000122,1000122,28-MAR-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000123,1000123,01-JAN-12,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.13.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000124,1000124,20-MAR-12,30-SEP-13,"A","45","N",1,"SKOEHLY",05-MAR-15 08.56.50.966000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000125,1000125,01-MAY-12,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000126,1000126,17-DEC-96,31-DEC-01,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000127,1000127,01-JAN-97,31-DEC-03,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000128,1000128,01-JAN-77,01-MAY-98,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000129,1000129,26-AUG-08,31-DEC-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000130,1000130,01-JAN-77,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000131,1000131,22-MAR-96,01-JAN-02,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000132,1000132,01-OCT-96,01-MAY-04,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000133,1000133,01-JAN-80,01-JAN-02,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.43.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000134,1000134,01-JUL-85,15-AUG-98,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000135,1000135,01-JAN-09,01-JUL-10,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.43.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000136,1000136,01-JAN-86,01-AUG-02,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000137,1000137,01-JAN-77,07-MAR-00,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000138,1000139,20-MAR-97,01-AUG-08,"A","51","N",0,"1166658_PRVDR_ENRL_MERGE_FIX",20-MAY-16 04.33.34.967908000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000139,1000140,01-JUL-97,30-JUN-01,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.39.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000140,1000141,01-JUL-97,30-JUN-01,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000141,1000142,21-MAR-97,26-AUG-98,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.41.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000142,1000143,13-MAR-08,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000143,1000144,25-JUL-97,01-JUN-98,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.47.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000144,1000145,01-DEC-08,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000145,1000146,25-JUL-97,01-JUN-06,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.40.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000146,1000147,01-JAN-77,01-MAY-04,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.44.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000147,1000148,08-DEC-08,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000565,1000602,03-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000566,1000603,06-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000567,1000604,02-MAY-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000568,1000605,03-MAY-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000569,1000606,01-APR-11,30-SEP-13,"A","45","N",2,"MMANYGUNS",08-APR-15 04.14.27.185000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000570,1000607,10-JUN-11,30-SEP-13,"A","45","N",9,"JMLAGRO",28-JUL-15 07.48.17.092000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000571,1000608,17-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000572,1000610,25-MAY-11,25-MAY-11,"A","51","N",0,"1166658_PRVDR_ENRL_MERGE_FIX",20-MAY-16 04.33.35.546918000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000573,1000611,01-MAY-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000574,1000612,01-OCT-10,30-SEP-13,"A","45","N",2,"SKOEHLY",26-MAR-15 04.39.56.054000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000575,1000613,09-JUN-11,09-JUN-11,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.45.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000576,1000614,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000577,1000615,01-JUL-11,30-SEP-13,"A","45","N",18,"PJHEID",28-MAY-15 12.23.26.661000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000578,1000616,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000579,1000617,01-JUL-11,30-SEP-13,"A","45","N",14,"JMLAGRO",29-JUL-15 08.56.53.582000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000580,1000618,01-JUL-11,30-SEP-13,"A","45","N",7,"MAURICIOPENERAND",03-AUG-15 03.23.36.190000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000581,1000619,19-MAY-11,03-OCT-12,"A","51","N",0,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.00.46.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000582,1000620,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000583,1000621,01-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000584,1000622,13-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000585,1000623,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000586,1000624,25-MAY-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000587,1000625,01-JUL-11,30-SEP-13,"A","45","N",9,"NEERUSHARMA",19-JUN-15 11.27.00.029000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000588,1000626,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.12.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000589,1000627,01-JUL-11,30-SEP-13,"A","45","N",7,"CAROLREEVES",26-JUN-15 01.47.21.874000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000590,1000628,16-JUN-11,30-SEP-13,"A","45","N",3,"DANIELLAESTRELLA",24-JUN-15 11.47.13.761000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000591,1000629,01-JUL-11,30-SEP-13,"A","45","N",9,"DANIELLAESTRELLA",24-JUN-15 11.49.19.973000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000592,1000631,01-JUL-11,30-SEP-13,"A","45","N",5,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000593,1000632,01-JUL-11,30-SEP-13,"A","45","N",1,"NEERUSHARMA",26-JUN-15 10.02.31.555000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000594,1000633,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000595,1000634,01-JUL-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000596,1000635,28-JUL-10,31-DEC-11,"A","45","N",1,"DMOCK",13-MAY-15 03.34.47.580000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000597,1000636,01-JUL-11,30-SEP-13,"A","45","N",2,"NEERUSHARMA",25-JUN-15 02.42.16.150000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000598,1000637,11-JUN-11,30-SEP-13,"A","45","N",3,"MELISSABULGER",11-NOV-14 11.52.55.532000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000599,1000638,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000601,1000640,01-JUN-11,30-SEP-13,"A","45","N",4,"DANIELLAESTRELLA",22-JUN-15 09.28.30.273000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000602,1000641,26-MAY-11,30-SEP-13,"A","45","N",3,"JMLAGRO",09-APR-15 01.53.07.034000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000603,1000642,20-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000605,1000644,26-APR-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000606,1000645,14-JUN-11,30-SEP-13,"A","45","N",1,"JOYSPEZIALE",19-SEP-14 05.54.27.283000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000607,1000646,20-JUN-11,30-SEP-13,"A","45","N",1,"MELISSABULGER",15-JUL-14 01.26.19.835000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000608,1000647,27-MAY-11,30-SEP-13,"A","45","N",1,"DANIELLAESTRELLA",28-JUL-14 03.51.23.193000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000609,1000648,25-JUL-11,30-SEP-13,"A","45","N",1,"BRENDAPEREZESCOB",11-MAR-15 12.36.52.316000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000610,1000650,04-JUL-11,30-SEP-13,"A","45","N",3,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000611,1000651,05-JUL-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000612,1000652,05-JUL-11,30-SEP-13,"A","45","N",4,"MMANYGUNS",08-APR-15 04.30.59.370000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000613,1000653,29-JUN-11,30-SEP-13,"A","45","N",0,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000614,1000654,13-JUL-11,30-SEP-13,"A","45","N",4,"ESTHERSHAHPAR",11-NOV-14 03.37.55.148000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000615,1000655,01-JUL-11,30-SEP-13,"A","45","N",5,"MMANYGUNS",21-JUL-15 11.40.26.023000000 AM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000616,1000657,30-JUN-11,30-SEP-13,"A","45","N",20,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000617,1000659,26-JUN-11,30-SEP-13,"A","45","N",3,"ENROL_STAT_DATE_MERGE",01-SEP-15 03.03.06.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000618,1000660,24-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000619,1000661,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000620,1000662,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.10.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000621,1000663,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.09.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
1000622,1000664,01-JUN-11,04-OCT-15,"A","51","N",0,"B-Term-Prov-Trigger_719776.00",04-OCT-15 06.00.11.000000000 PM,"Provider Conversion",28-MAR-13 03.56.49.000000000 AM
