"P_SYS_ID","P_SPECL_SK","P_SPECL_CD","P_SPECL_BEG_DT","P_SPECL_END_DT","P_SPECL_CERT_NUM","P_STATE_CD","P_SPECL_CERT_BOARD_CD","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000755,1000727,"359",01-JUL-11,30-SEP-13,"","ND","",5,"THENDERSON",21-AUG-15 09.14.51.904000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000756,1000728,"359",01-JUL-11,30-SEP-13,"","ND","",5,"THENDERSON",21-AUG-15 09.22.38.916000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000757,1000729,"047",19-JUL-11,04-OCT-15,"","ND","",2,"CR1906_SET_ENDDT_4OCT15",06-OCT-14 10.51.55.314000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000759,1000731,"001",01-AUG-11,30-SEP-13,"","ND","",3,"BARBXDANGELO",08-SEP-14 12.51.13.869000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000760,1000732,"016",01-AUG-11,30-SEP-13,"","ND","",4,"DANIELLAESTRELLA",29-JUN-15 09.30.42.735000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000761,1000733,"001",01-AUG-11,30-SEP-13,"00000","ND","26",6,"KMELTZER",29-MAY-20 03.33.52.759000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000762,1000734,"011",10-AUG-11,30-SEP-13,"","ND","",3,"ESTHERSHAHPAR",12-NOV-14 02.26.26.271000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000763,1000735,"020",10-AUG-11,06-APR-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000764,1000736,"050",11-AUG-11,30-SEP-13,"","ND","",1,"AYARBROUGH",02-FEB-19 10.49.26.352000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000765,1000737,"047",19-JUL-11,04-OCT-15,"","ND","",4,"CR1906_SET_ENDDT_4OCT15",06-OCT-14 10.53.35.825000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000767,1000739,"016",26-JUL-11,30-SEP-13,"","ND","",2,"DOMINICKNGANTOU",11-NOV-14 02.52.01.732000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000768,1000740,"049",01-AUG-11,30-SEP-13,"","ND","",7,"MMANYGUNS",21-JUL-15 11.02.52.031000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000769,1000741,"270",01-AUG-11,30-SEP-13,"","ND","",6,"JMLAGRO",20-JUL-15 12.52.14.285000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000770,1000742,"121",28-JUL-11,30-SEP-13,"","ND","",4,"PJHEID",12-JUN-15 12.00.11.362000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000771,1000743,"270",19-JUL-11,30-SEP-13,"","ND","",5,"DANIELLAESTRELLA",29-JUN-15 08.42.33.262000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000772,1000744,"016",01-AUG-11,30-SEP-13,"","ND","",1,"MAURICIOPENERAND",08-OCT-15 11.55.13.991000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000773,1000745,"001",15-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000774,1000746,"050",26-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000775,1000747,"001",08-AUG-11,23-MAR-12,"","ND","",3,"CAROLREEVES",21-JUL-15 12.00.17.005000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000776,1000748,"001",15-AUG-11,30-SEP-13,"","ND","",3,"JMLAGRO",20-FEB-15 01.13.58.802000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000777,1000749,"359",01-JUL-11,30-SEP-13,"","ND","",18,"JMLAGRO",17-AUG-15 06.54.53.943000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000778,1000750,"341",11-AUG-11,30-SEP-13,"","ND","",1,"DMOCK",02-MAY-18 01.57.30.379000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000780,1000752,"005",08-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000781,1000753,"001",08-AUG-11,04-OCT-15,"0000","ND","26",2,"KHANDELAND",29-NOV-19 01.54.04.404000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000782,1000754,"020",15-AUG-11,04-OCT-15,"","ND","",1,"DMOCK",29-SEP-20 03.07.18.036000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000783,1000755,"189",18-JUL-11,30-SEP-13,"","ND","",4,"MMANYGUNS",23-JUN-15 02.01.39.889000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000784,1000756,"179",25-JUL-11,30-SEP-13,"","ND","",6,"USHASHA",15-JUN-15 01.33.13.192000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000785,1000757,"049",25-JUL-11,30-SEP-13,"","ND","",10,"ESTHERSHAHPAR",27-JUL-15 03.55.47.373000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000786,1000758,"001",01-JUL-11,04-OCT-15,"0000","ND","26",2,"KHANDELAND",29-NOV-19 01.53.47.268000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000787,1000759,"005",27-JUL-11,30-SEP-13,"","ND","",1,"JOYSPEZIALE",04-JUN-14 05.29.47.318000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000788,1000760,"034",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000789,1000761,"011",22-JUL-11,30-JUN-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000790,1000762,"016",15-AUG-11,30-SEP-13,"","ND","",3,"MMANYGUNS",27-FEB-15 02.16.30.275000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000791,1000763,"049",01-AUG-11,30-SEP-13,"","ND","",4,"MAURICIOPENERAND",20-MAY-15 10.56.59.923000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000792,1000764,"189",18-JUL-11,30-SEP-13,"00000","ND","26",6,"KMELTZER",13-JUL-20 10.49.02.987000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000793,1000765,"359",28-MAR-11,04-OCT-15,"","ND","",1,"MLMOOS",31-JAN-19 07.10.26.928000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000794,1000766,"359",05-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000795,1000767,"359",15-JUL-11,08-MAR-20,"00000","ND","26",5,"MLMOOS",09-DEC-19 05.36.37.061000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000796,1000768,"020",01-JUL-11,01-JUL-11,"","ND","",2,"JMLAGRO",19-JAN-15 02.07.32.028000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000797,1000769,"001",29-AUG-11,30-SEP-13,"","ND","",1,"SKOEHLY",27-MAR-15 12.39.41.552000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000798,1000770,"010",11-AUG-11,18-NOV-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000799,1000771,"006",12-AUG-11,30-SEP-13,"","ND","",6,"CAROLREEVES",22-JUN-15 02.41.01.660000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000800,1000772,"049",15-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000801,1000773,"049",11-AUG-11,30-SEP-13,"","ND","",2,"KARINARUIZ",11-NOV-14 12.28.23.708000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000802,1000774,"001",03-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000803,1000775,"359",10-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000804,1000776,"001",17-AUG-11,04-OCT-15,"0000","ND","26",2,"KHANDELAND",29-NOV-19 01.54.40.130000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000805,1000777,"005",29-AUG-11,26-NOV-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000806,1000778,"005",29-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000807,1000779,"189",10-AUG-11,30-SEP-13,"","ND","",1,"KARINARUIZ",06-MAR-15 02.46.23.181000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000808,1000780,"005",31-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000809,1000781,"001",12-AUG-11,30-SEP-13,"00000","ND","26",5,"KMELTZER",08-JUN-20 10.21.40.529000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000810,1000782,"006",01-SEP-11,22-OCT-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000811,1000783,"001",29-AUG-11,30-SEP-13,"","ND","",5,"DANIELLAESTRELLA",24-JUN-15 11.30.30.184000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000812,1000784,"034",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000813,1000785,"020",29-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000814,1000786,"120",19-AUG-11,30-SEP-13,"","ND","",5,"DANIELLAESTRELLA",30-JUN-15 02.57.41.543000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000815,1000787,"034",22-AUG-11,30-SEP-13,"","ND","",1,"DAVIDWOEHL",16-OCT-15 10.55.16.648000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000816,1000788,"013",22-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000817,1000789,"010",26-JUL-11,30-SEP-13,"","ND","",7,"JMLAGRO",27-JUL-15 11.27.40.309000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000818,1000790,"011",26-JUL-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.56.22.768000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000819,1000791,"016",22-JUL-11,30-SEP-13,"","ND","",12,"CAROLREEVES",27-JUL-15 03.25.57.249000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000820,1000792,"001",01-OCT-11,30-SEP-13,"","ND","",4,"MAURICIOPENERAND",03-AUG-15 03.38.31.674000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000821,1000793,"024",01-SEP-11,30-SEP-13,"","ND","",1,"MAGDALENAHANUSIA",08-SEP-14 03.06.07.325000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000822,1000794,"001",22-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000823,1000795,"001",01-JUL-11,13-FEB-13,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000824,1000796,"189",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000825,1000797,"018",06-SEP-11,30-SEP-13,"","ND","",27,"CAROLREEVES",17-JUL-15 10.36.51.441000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000826,1000798,"011",01-JUL-11,04-OCT-15,"0000","ND","26",3,"KHANDELAND",29-NOV-19 01.58.40.431000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000827,1000799,"034",29-JUL-11,20-SEP-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000828,1000800,"001",10-AUG-11,30-SEP-13,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.58.35.850000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000829,1000801,"050",01-JUN-11,30-SEP-13,"","ND","",1,"KARINARUIZ",06-JAN-15 10.31.51.314000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000830,1000802,"020",03-OCT-11,30-SEP-13,"","ND","",1,"PJHEID",28-APR-17 12.18.40.405000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000831,1000803,"189",29-AUG-11,28-FEB-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000832,1000804,"214",02-SEP-11,30-SEP-13,"","ND","",2,"CAROLREEVES",26-JUN-15 11.21.23.733000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000833,1000805,"001",01-SEP-11,30-SEP-13,"","ND","",12,"JMLAGRO",18-JUN-15 09.02.33.184000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000834,1000806,"121",30-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000836,1000808,"001",09-SEP-11,30-SEP-13,"","ND","",5,"CAROLREEVES",29-JUN-15 04.14.34.462000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000837,1000809,"189",01-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000838,1000810,"121",22-JUL-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000839,1000811,"275",28-AUG-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000840,1000812,"020",09-SEP-11,18-NOV-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000841,1000813,"013",09-SEP-11,01-SEP-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000398,1000370,"341",03-JAN-11,30-SEP-13,"","ND","",1,"MMANYGUNS",26-MAR-15 02.48.19.908000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000399,1000371,"359",01-OCT-10,30-SEP-13,"","ND","",1,"SHERSAYLER",30-MAR-14 02.16.06.860000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000400,1000372,"217",04-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000401,1000373,"006",24-JAN-11,14-DEC-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000402,1000374,"011",10-JAN-11,30-SEP-13,"","ND","",6,"JMLAGRO",20-FEB-15 08.23.47.628000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000403,1000375,"270",01-FEB-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000404,1000376,"011",17-JAN-11,30-SEP-13,"00000","ND","26",5,"KMELTZER",20-JUL-20 03.21.27.775000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000405,1000377,"001",01-FEB-11,04-OCT-15,"","ND","",1,"ANNDOLL",05-APR-17 11.36.49.883000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000406,1000378,"001",08-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000407,1000379,"003",30-JUN-10,30-SEP-13,"","ND","",4,"USHASHA",23-JUL-15 01.17.49.413000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000408,1000380,"049",01-APR-11,13-SEP-13,"00000","ND","26",9,"MLMOOS",13-DEC-19 02.57.52.791000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000409,1000381,"049",22-DEC-10,04-OCT-15,"","ND","",1,"ANNDOLL",20-FEB-20 01.12.15.177000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000410,1000382,"359",01-NOV-10,30-SEP-13,"","ND","",8,"THENDERSON",21-AUG-15 10.36.47.004000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000411,1000383,"359",01-NOV-10,30-SEP-13,"","ND","",3,"THENDERSON",21-AUG-15 10.39.38.933000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000412,1000384,"359",01-JUL-11,30-SEP-13,"","ND","",7,"THENDERSON",21-AUG-15 09.10.58.914000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000413,1000385,"016",01-JUL-10,23-DEC-10,"","ND","",1,"CKRAFT",10-JUN-16 10.04.59.987000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000414,1000386,"020",10-JAN-11,30-SEP-13,"","ND","",4,"CAROLREEVES",24-JUN-15 12.37.35.761000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000415,1000387,"179",22-MAR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000416,1000388,"341",11-OCT-10,30-SEP-13,"","ND","",1,"DMOCK",21-DEC-17 04.10.17.268000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000417,1000389,"341",11-OCT-10,30-SEP-13,"","ND","",1,"MAGDALENAHANUSIA",08-SEP-14 10.09.40.651000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000418,1000390,"341",11-OCT-10,30-SEP-13,"","ND","",3,"BRENDAPEREZESCOB",04-MAY-15 12.05.31.280000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000419,1000391,"359",01-JUL-11,30-SEP-13,"","ND","",21,"THENDERSON",21-AUG-15 09.07.52.106000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000420,1000392,"359",01-JUL-11,30-SEP-13,"","ND","",24,"THENDERSON",21-AUG-15 09.05.46.642000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000421,1000393,"359",01-JUL-11,30-SEP-13,"","ND","",5,"THENDERSON",21-AUG-15 09.11.49.134000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000422,1000394,"047",01-JAN-11,30-SEP-13,"","ND","",1,"MMANYGUNS",07-AUG-15 04.55.05.279000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000423,1000395,"504",01-APR-11,31-DEC-99,"00000","ND","26",3,"TONIWORKMAN",10-MAR-24 09.17.29.604000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000424,1000396,"359",01-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000425,1000397,"275",01-APR-11,22-JUL-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000426,1000398,"275",17-JAN-11,30-SEP-13,"","ND","",2,"ZULEIMARUIZ",04-SEP-14 08.16.54.388000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000427,1000399,"121",31-JAN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000428,1000400,"341",12-APR-11,30-SEP-13,"","ND","",1,"MMANYGUNS",06-APR-15 04.53.11.918000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000429,1000401,"001",01-JAN-11,30-SEP-13,"","ND","",3,"ESTHERSHAHPAR",11-NOV-14 03.50.20.899000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000431,1000403,"275",01-APR-11,30-SEP-13,"","ND","",5,"ESTHERSHAHPAR",07-AUG-15 11.17.25.942000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000432,1000404,"005",18-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000433,1000405,"001",04-NOV-10,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.35.20.595000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000434,1000406,"189",21-APR-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000435,1000407,"047",01-JAN-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000437,1000409,"359",14-DEC-10,30-SEP-13,"","ND","",4,"CAROLREEVES",12-JUN-15 10.23.21.581000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000438,1000410,"005",02-MAY-11,30-SEP-13,"","ND","",7,"JMLAGRO",20-FEB-15 03.24.18.993000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000439,1000411,"359",01-MAY-11,04-OCT-15,"","ND","",2,"CR1906_SET_ENDDT_4OCT15",16-JUN-15 12.49.29.345000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000440,1000412,"359",09-JUL-10,30-SEP-13,"","ND","",2,"JMLAGRO",10-JUN-15 07.51.15.855000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000441,1000413,"359",01-MAY-11,01-MAY-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000442,1000414,"047",01-MAY-11,30-SEP-13,"","ND","",3,"JMLAGRO",08-APR-15 03.02.36.258000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000443,1000415,"011",07-JAN-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.36.19.630000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000444,1000416,"001",01-MAY-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000445,1000417,"047",01-MAY-11,30-SEP-13,"","ND","",1,"CAROLREEVES",30-JUL-15 02.48.43.682000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000446,1000418,"020",26-APR-11,26-JUL-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000447,1000419,"005",17-MAY-11,30-SEP-13,"","ND","",4,"NEERUSHARMA",29-JUN-15 02.04.29.908000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000448,1000420,"001",14-JAN-11,04-OCT-15,"0000","ND","26",1,"KHANDELAND",29-NOV-19 01.36.00.493000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000449,1000421,"001",01-MAY-11,26-JUL-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000450,1000422,"047",01-MAY-11,31-DEC-99,"00000","ND","26",7,"JASTONE",28-DEC-18 03.54.54.219000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000451,1000423,"001",20-APR-11,14-MAY-11,"","ND","",1,"RRUD",11-MAR-16 08.33.53.987000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000452,1000424,"436",01-JUN-11,24-JAN-12,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000453,1000425,"016",27-APR-11,22-JUL-11,"","","",0,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000454,1000426,"359",01-JUN-11,30-SEP-13,"","ND","",5,"PJHEID",29-JAN-15 10.53.11.008000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000455,1000427,"047",01-MAY-11,30-SEP-13,"","ND","",1,"RRUD",11-FEB-16 09.37.21.003000000 AM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000456,1000428,"047",01-MAY-11,04-OCT-15,"","","",0,"CR1906_SET_ENDDT_4OCT15",30-MAR-13 12.53.04.000000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
1000457,1000429,"001",01-JUN-11,30-SEP-13,"","ND","",2,"SKOEHLY",27-MAR-15 12.37.24.768000000 PM,"Provider Conversion",30-MAR-13 12.53.04.000000000 PM
