"P_GRP_SYS_ID","P_MBR_SYS_ID","P_AFFL_SK","P_AFFL_PCP_IND","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_TS","G_AUD_USER_ID"
1163095,1278339,1020078,"Y",0,02-JAN-14 12.47.11.780000000 PM,"JMLAGRO",02-JAN-14 12.47.11.780000000 PM,"DataFix_PCPAffiliaion"
1166751,1282053,1021658,"N",0,08-FEB-14 09.12.44.696000000 AM,"PJHEID",08-FEB-14 09.12.44.696000000 AM,"PJHEID"
1163095,1279931,1020419,"N",1,16-JAN-14 11.05.18.862000000 PM,"PJHEID",22-JUN-15 10.19.36.680000000 AM,"CAROLREEVES"
1169003,1281359,1021197,"N",0,06-FEB-14 07.02.42.204000000 PM,"JOYSPEZIALE",06-FEB-14 07.02.42.204000000 PM,"JOYSPEZIALE"
1187118,1282660,1022969,"N",1,27-FEB-14 07.55.32.985000000 AM,"JMLAGRO",02-JUL-15 11.55.01.539000000 AM,"MMANYGUNS"
1182772,1276765,1023001,"N",0,28-FEB-14 01.47.32.990000000 PM,"PJHEID",28-FEB-14 01.47.32.990000000 PM,"PJHEID"
1159352,1281079,1020951,"Y",2,04-FEB-14 12.12.10.659000000 PM,"JMLAGRO",07-MAR-18 07.56.27.593000000 AM,"JMLAGRO"
1155469,1282956,1023300,"N",0,06-MAR-14 02.38.52.316000000 PM,"JOYSPEZIALE",06-MAR-14 02.38.52.316000000 PM,"JOYSPEZIALE"
1155470,1281693,1023123,"N",2,03-MAR-14 01.58.31.171000000 PM,"JMLAGRO",20-JUL-15 12.57.52.221000000 PM,"SKOEHLY"
1162220,1281670,1023587,"N",0,12-MAR-14 11.11.43.956000000 PM,"JMLAGRO",12-MAR-14 11.11.43.956000000 PM,"JMLAGRO"
1191604,1282373,1023602,"N",0,13-MAR-14 10.39.20.781000000 AM,"PJHEID",13-MAR-14 10.39.20.781000000 AM,"PJHEID"
1167006,1282431,1023586,"Y",1,12-MAR-14 10.59.32.562000000 PM,"JMLAGRO",29-JUN-15 05.10.02.910000000 PM,"DataFix_PCPAffiliaion"
1169013,1281792,1023621,"N",0,13-MAR-14 01.59.29.866000000 PM,"JMLAGRO",13-MAR-14 01.59.29.866000000 PM,"JMLAGRO"
1157665,1282501,1023684,"N",0,15-MAR-14 12.52.55.579000000 AM,"PJHEID",15-MAR-14 12.52.55.579000000 AM,"PJHEID"
1167001,1281408,1023683,"Y",1,14-MAR-14 07.22.18.681000000 PM,"JUDITHSZEGEDI",07-MAR-18 07.58.44.918000000 AM,"JUDITHSZEGEDI"
1156276,1278779,1023696,"N",2,17-MAR-14 01.39.59.413000000 PM,"JMLAGRO",05-JUN-15 02.13.39.094000000 PM,"USHASHA"
1188668,1281293,1023672,"N",1,14-MAR-14 04.07.17.672000000 PM,"PJHEID",29-JUN-15 01.06.25.173000000 PM,"JMLAGRO"
1160197,1282643,1023715,"N",0,17-MAR-14 04.55.02.398000000 PM,"PJHEID",17-MAR-14 04.55.02.398000000 PM,"PJHEID"
1160197,1282631,1024152,"N",1,18-MAR-14 01.24.12.774000000 PM,"JMLAGRO",30-JUL-15 08.31.51.682000000 AM,"PJHEID"
1155469,1279591,1024177,"Y",0,19-MAR-14 03.38.30.628000000 PM,"ZOEASANDY",19-MAR-14 03.38.30.628000000 PM,"DATA_FFIX_PCPIndicator_850493"
1166661,1282520,1024203,"N",5,20-MAR-14 01.39.11.168000000 PM,"JMLAGRO",20-JUL-15 03.45.22.175000000 PM,"CAROLREEVES"
1191348,1280674,1023713,"N",0,17-MAR-14 02.48.02.853000000 PM,"PJHEID",17-MAR-14 02.48.02.853000000 PM,"PJHEID"
1165295,1282520,1024204,"N",4,20-MAR-14 01.39.11.193000000 PM,"JMLAGRO",20-JUL-15 03.45.22.175000000 PM,"CAROLREEVES"
1183544,1282526,1024200,"N",0,20-MAR-14 11.06.03.441000000 AM,"JMLAGRO",20-MAR-14 11.06.03.441000000 AM,"JMLAGRO"
1155474,1280452,1024224,"Y",1,20-MAR-14 03.45.02.666000000 PM,"JUDITHSZEGEDI",06-MAR-18 04.30.52.615000000 PM,"JUDITHSZEGEDI"
1155473,1280452,1024225,"Y",1,20-MAR-14 03.45.02.669000000 PM,"JUDITHSZEGEDI",06-MAR-18 04.30.52.615000000 PM,"JUDITHSZEGEDI"
1155476,1280452,1024226,"Y",1,20-MAR-14 03.45.02.671000000 PM,"JUDITHSZEGEDI",06-MAR-18 04.30.52.613000000 PM,"JUDITHSZEGEDI"
1166751,1282069,1024251,"N",0,21-MAR-14 12.34.01.951000000 PM,"PJHEID",21-MAR-14 12.34.01.951000000 PM,"PJHEID"
1280943,1281096,1024298,"N",0,24-MAR-14 11.25.00.906000000 AM,"JMLAGRO",24-MAR-14 11.25.00.906000000 AM,"JMLAGRO"
1001549,1280954,1024260,"N",1,21-MAR-14 01.32.28.171000000 PM,"JMLAGRO",28-JUN-19 10.23.39.896000000 AM,"DATA_FFIX_PCPIndicator_850493"
1155485,1280452,1024223,"Y",1,20-MAR-14 03.45.02.662000000 PM,"JUDITHSZEGEDI",06-MAR-18 04.30.52.616000000 PM,"JUDITHSZEGEDI"
1280943,1281102,1024299,"N",0,24-MAR-14 11.25.00.961000000 AM,"guestUser",24-MAR-14 11.25.00.961000000 AM,"JMLAGRO"
1160006,1281655,1024306,"N",0,24-MAR-14 12.22.24.914000000 PM,"JMLAGRO",24-MAR-14 12.22.24.914000000 PM,"JMLAGRO"
1163095,1281698,1024357,"N",1,25-MAR-14 07.14.22.502000000 AM,"JMLAGRO",20-JUL-15 03.59.01.744000000 PM,"CAROLREEVES"
1186303,1283631,1024359,"N",0,25-MAR-14 07.23.47.115000000 AM,"JMLAGRO",25-MAR-14 07.23.47.115000000 AM,"JMLAGRO"
1156931,1282721,1024334,"N",0,24-MAR-14 03.40.56.524000000 PM,"JMLAGRO",24-MAR-14 03.40.56.524000000 PM,"JMLAGRO"
1183544,1283092,1024358,"N",0,25-MAR-14 07.18.29.598000000 AM,"JMLAGRO",25-MAR-14 07.18.29.598000000 AM,"JMLAGRO"
1155478,1282112,1024498,"Y",0,27-MAR-14 10.50.00.114000000 AM,"PJHEID",27-MAR-14 10.50.00.114000000 AM,"DataFix_PCPAffiliaion"
1155481,1282112,1024497,"Y",0,27-MAR-14 10.50.00.103000000 AM,"PJHEID",27-MAR-14 10.50.00.103000000 AM,"DataFix_PCPAffiliaion"
1159407,1282758,1024499,"N",0,27-MAR-14 11.30.29.219000000 AM,"JMLAGRO",27-MAR-14 11.30.29.219000000 AM,"JMLAGRO"
1155664,1279503,1024500,"Y",3,27-MAR-14 11.39.53.372000000 AM,"LISACAMPBELL",13-JUL-15 10.38.04.143000000 AM,"DATA_FFIX_PCPIndicator_850493"
1166751,1282046,1024573,"N",1,28-MAR-14 07.57.56.631000000 AM,"JMLAGRO",30-JUN-15 10.23.36.395000000 AM,"JMLAGRO"
1159436,1283334,1024504,"N",2,27-MAR-14 12.54.13.719000000 PM,"PJHEID",23-JUL-15 08.15.14.520000000 AM,"PJHEID"
1183604,1282586,1024657,"N",0,01-APR-14 12.29.58.612000000 PM,"JMLAGRO",01-APR-14 12.29.58.612000000 PM,"JMLAGRO"
1166751,1282008,1024572,"N",1,28-MAR-14 07.54.27.681000000 AM,"JMLAGRO",23-JUN-15 09.29.13.394000000 AM,"JMLAGRO"
1164492,1283024,1024687,"N",3,02-APR-14 12.24.57.187000000 PM,"JMLAGRO",21-JUL-15 08.19.22.500000000 AM,"CAROLREEVES"
1157665,1283080,1024599,"N",1,28-MAR-14 03.19.01.288000000 PM,"JMLAGRO",29-JUN-15 11.00.55.762000000 AM,"JMLAGRO"
1163095,1282577,1024686,"N",1,02-APR-14 12.19.16.585000000 PM,"JMLAGRO",29-JUN-15 11.40.02.770000000 AM,"CAROLREEVES"
1003311,1278883,1024661,"N",0,01-APR-14 03.24.33.220000000 PM,"PJHEID",01-APR-14 03.24.33.220000000 PM,"PJHEID"
1186303,1282991,1024683,"N",0,02-APR-14 11.33.58.831000000 AM,"JMLAGRO",02-APR-14 11.33.58.831000000 AM,"JMLAGRO"
1162145,1283024,1024688,"N",3,02-APR-14 12.24.57.190000000 PM,"JMLAGRO",21-JUL-15 08.19.22.501000000 AM,"CAROLREEVES"
1162883,1281962,1024656,"N",0,01-APR-14 07.33.35.199000000 AM,"JMLAGRO",01-APR-14 07.33.35.199000000 AM,"JMLAGRO"
1164492,1283524,1024778,"N",0,03-APR-14 11.54.57.123000000 PM,"PJHEID",03-APR-14 11.54.57.123000000 PM,"PJHEID"
1162914,1283781,1024711,"N",1,02-APR-14 02.11.29.302000000 PM,"PJHEID",23-JUN-15 12.36.33.777000000 PM,"JMLAGRO"
1191348,1283279,1024762,"N",0,03-APR-14 07.19.00.334000000 AM,"JMLAGRO",03-APR-14 07.19.00.334000000 AM,"JMLAGRO"
1159411,1280589,1024722,"Y",1,02-APR-14 03.23.19.997000000 PM,"ZOEASANDY",15-JUL-15 04.09.00.246000000 PM,"DATA_FFIX_PCPIndicator_850493"
1191604,1283280,1024698,"N",0,02-APR-14 12.41.13.622000000 PM,"JMLAGRO",02-APR-14 12.41.13.622000000 PM,"JMLAGRO"
1167626,1280589,1024723,"Y",1,02-APR-14 03.23.20.000000000 PM,"ZOEASANDY",15-JUL-15 04.09.00.247000000 PM,"DATA_FFIX_PCPIndicator_850493"
1280895,1280896,1024905,"N",2,07-APR-14 12.27.05.325000000 PM,"JMLAGRO",21-JUL-15 10.29.32.252000000 AM,"BRENDAPEREZESCOB"
1159436,1283524,1024779,"N",0,03-APR-14 11.54.57.127000000 PM,"PJHEID",03-APR-14 11.54.57.127000000 PM,"PJHEID"
1156276,1278649,1024889,"N",0,07-APR-14 11.17.49.687000000 AM,"JMLAGRO",07-APR-14 11.17.49.687000000 AM,"JMLAGRO"
1192713,1282738,1024906,"N",0,07-APR-14 12.33.35.887000000 PM,"PJHEID",07-APR-14 12.33.35.887000000 PM,"PJHEID"
1192713,1282790,1024907,"N",0,07-APR-14 12.33.35.929000000 PM,"guestUser",07-APR-14 12.33.35.929000000 PM,"PJHEID"
1155334,1283216,1024822,"N",4,04-APR-14 02.54.53.729000000 PM,"JMLAGRO",22-JUL-16 05.28.00.319735000 PM,"DataFix_ESPRD01179089"
1155349,1283216,1024823,"Y",4,04-APR-14 02.54.53.732000000 PM,"JMLAGRO",09-JUN-15 10.57.39.589000000 AM,"DataFix_PCPAffiliaion"
1153814,1282568,1024909,"N",0,07-APR-14 12.41.11.540000000 PM,"JMLAGRO",07-APR-14 12.41.11.540000000 PM,"JMLAGRO"
1188669,1278224,1024984,"N",0,07-APR-14 05.19.06.347000000 PM,"PJHEID",07-APR-14 05.19.06.347000000 PM,"PJHEID"
1189208,1280976,1025002,"N",0,08-APR-14 12.32.53.110000000 AM,"guestUser",08-APR-14 12.32.53.110000000 AM,"PJHEID"
1189217,1280976,1025003,"N",0,08-APR-14 12.32.53.129000000 AM,"guestUser",08-APR-14 12.32.53.129000000 AM,"PJHEID"
1188669,1279535,1025045,"N",0,08-APR-14 11.00.28.569000000 AM,"KWOODALL",08-APR-14 11.00.28.569000000 AM,"KWOODALL"
1188670,1279535,1025044,"N",0,08-APR-14 11.00.28.565000000 AM,"KWOODALL",08-APR-14 11.00.28.565000000 AM,"KWOODALL"
1166751,1282057,1025062,"N",2,08-APR-14 12.17.53.001000000 PM,"JMLAGRO",29-JUN-15 12.19.25.505000000 PM,"MMANYGUNS"
1156168,1283236,1025214,"Y",0,08-APR-14 05.30.08.038000000 PM,"PJHEID",08-APR-14 05.30.08.038000000 PM,"DataFix_PCPAffiliaion"
1157665,1283321,1025215,"N",0,08-APR-14 05.35.15.908000000 PM,"PJHEID",08-APR-14 05.35.15.908000000 PM,"PJHEID"
1189217,1283476,1025309,"N",0,09-APR-14 01.29.23.352000000 PM,"KWOODALL",09-APR-14 01.29.23.352000000 PM,"KWOODALL"
1167626,1280584,1025227,"Y",1,08-APR-14 06.05.34.274000000 PM,"JUDITHSZEGEDI",28-DEC-15 01.51.48.850000000 PM,"DATA_FFIX_PCPIndicator_850493"
1167001,1283408,1025213,"N",0,08-APR-14 05.24.04.473000000 PM,"PJHEID",08-APR-14 05.24.04.473000000 PM,"PJHEID"
1155497,1281270,1025252,"Y",1,08-APR-14 09.08.31.680000000 PM,"guestUser",07-MAR-18 07.56.51.103000000 AM,"PJHEID"
1189208,1283480,1025310,"N",0,09-APR-14 01.29.23.428000000 PM,"guestUser",09-APR-14 01.29.23.428000000 PM,"KWOODALL"
1189217,1283480,1025311,"N",0,09-APR-14 01.29.23.432000000 PM,"guestUser",09-APR-14 01.29.23.432000000 PM,"KWOODALL"
1191348,1284114,1025353,"N",0,09-APR-14 03.32.55.597000000 PM,"JMLAGRO",09-APR-14 03.32.55.597000000 PM,"JMLAGRO"
1162914,1284149,1025361,"Y",1,09-APR-14 04.37.45.135000000 PM,"PJHEID",23-JUN-15 01.16.58.717000000 PM,"DataFix_PCPAffiliaion"
1163095,1283347,1025396,"N",0,10-APR-14 08.31.38.118000000 AM,"KWOODALL",10-APR-14 08.31.38.118000000 AM,"KWOODALL"
1163095,1283030,1025397,"N",0,10-APR-14 08.34.21.612000000 AM,"KWOODALL",10-APR-14 08.34.21.612000000 AM,"KWOODALL"
1189208,1283476,1025308,"N",0,09-APR-14 01.29.23.349000000 PM,"KWOODALL",09-APR-14 01.29.23.349000000 PM,"KWOODALL"
1166751,1282115,1025398,"N",0,10-APR-14 09.33.31.285000000 AM,"JMLAGRO",10-APR-14 09.33.31.285000000 AM,"JMLAGRO"
1155349,1283396,1025423,"Y",0,10-APR-14 01.55.07.596000000 PM,"KWOODALL",10-APR-14 01.55.07.596000000 PM,"DataFix_PCPAffiliaion"
1155497,1283304,1025394,"Y",1,10-APR-14 07.52.08.016000000 AM,"KWOODALL",10-AUG-15 08.19.12.181000000 AM,"DATA_FFIX_PCPIndicator_850493"
1162220,1283416,1025395,"N",2,10-APR-14 08.09.53.924000000 AM,"KWOODALL",29-JUL-15 07.35.27.181000000 AM,"JMLAGRO"
1155334,1283396,1025422,"N",0,10-APR-14 01.55.07.593000000 PM,"KWOODALL",22-JUL-16 05.28.00.319735000 PM,"DataFix_ESPRD01179089"
1000678,1283651,1025479,"N",0,11-APR-14 08.39.01.867000000 AM,"KWOODALL",11-APR-14 08.39.01.867000000 AM,"KWOODALL"
1157665,1283653,1025482,"N",1,11-APR-14 08.46.23.634000000 AM,"KWOODALL",22-JUN-15 02.05.49.315000000 PM,"JMLAGRO"
1000368,1283651,1025480,"N",0,11-APR-14 08.39.01.902000000 AM,"KWOODALL",11-APR-14 08.39.01.902000000 AM,"KWOODALL"
1000777,1284212,1025481,"N",0,11-APR-14 08.43.59.794000000 AM,"JMLAGRO",11-APR-14 08.43.59.794000000 AM,"JMLAGRO"
1001393,1284217,1025483,"Y",0,11-APR-14 08.56.05.101000000 AM,"JMLAGRO",11-APR-14 08.56.05.101000000 AM,"DataFix_PCPAffiliaion"
1000713,1284221,1025484,"N",0,11-APR-14 09.34.09.747000000 AM,"JMLAGRO",22-JUL-16 05.28.00.319735000 PM,"DataFix_ESPRD01179089"
1001393,1284231,1025485,"Y",1,11-APR-14 09.43.49.338000000 AM,"JMLAGRO",26-JUN-15 12.23.54.113000000 PM,"DataFix_PCPAffiliaion"
1000777,1283945,1025486,"N",0,11-APR-14 09.56.31.560000000 AM,"JMLAGRO",11-APR-14 09.56.31.560000000 AM,"JMLAGRO"
1000950,1283442,1025528,"Y",1,11-APR-14 04.49.39.234000000 PM,"PJHEID",26-FEB-16 09.02.14.999000000 AM,"PJHEID"
1162883,1283462,1025529,"Y",0,11-APR-14 04.54.50.457000000 PM,"PJHEID",11-APR-14 04.54.50.457000000 PM,"DATA_FFIX_PCPIndicator_850493"
1156878,1283463,1025530,"Y",1,11-APR-14 05.00.42.572000000 PM,"DATAFFIX_PCPAffiliation",30-JUN-15 03.26.59.133000000 PM,"DATAFFIX_PCPAffiliation"
1000950,1283359,1025527,"Y",1,11-APR-14 04.44.16.883000000 PM,"PJHEID",14-DEC-15 04.03.23.665000000 PM,"DATA_FFIX_PCPIndicator_850493"
1163095,1277663,1025697,"N",0,15-APR-14 03.17.40.409000000 PM,"LISACAMPBELL",15-APR-14 03.17.40.409000000 PM,"LISACAMPBELL"
1155503,1282506,1025833,"N",0,16-APR-14 01.59.45.107000000 PM,"guestUser",16-APR-14 01.59.45.107000000 PM,"KARCHARVAT"
1164697,1279785,1026671,"N",5,12-MAY-14 04.23.09.329000000 PM,"KWOODALL",01-JUL-15 02.51.34.740000000 PM,"USHASHA"
1155664,1285747,1026599,"N",1,06-MAY-14 01.09.00.358000000 PM,"PJHEID",24-JUN-15 01.52.15.455000000 PM,"JMLAGRO"
1169026,1283876,1026798,"N",0,19-MAY-14 12.36.23.242000000 PM,"PJHEID",19-MAY-14 12.36.23.242000000 PM,"PJHEID"
1157665,1284176,1026030,"N",2,17-APR-14 12.32.33.099000000 PM,"KWOODALL",17-JUL-15 09.25.21.750000000 AM,"CAROLREEVES"
1155497,1284029,1026751,"N",1,15-MAY-14 09.04.57.280000000 AM,"PJHEID",06-MAY-25 09.40.33.165000000 AM,"DATA_FFIX_PCPIndicator_850493"
1155497,1279371,1026862,"N",0,20-MAY-14 01.52.08.526000000 PM,"PJHEID",20-MAY-14 01.52.08.526000000 PM,"PJHEID"
1161425,1278313,1027007,"N",0,27-MAY-14 03.39.54.960000000 PM,"BRENDAPEREZESCOB",27-MAY-14 03.39.54.960000000 PM,"BRENDAPEREZESCOB"
1157851,1281348,1026933,"Y",1,23-MAY-14 02.50.33.692000000 PM,"PJHEID",07-MAR-18 07.57.35.245000000 AM,"PJHEID"
1161425,1278287,1027011,"N",10,27-MAY-14 04.18.31.911000000 PM,"BRENDAPEREZESCOB",07-JUL-15 01.39.42.025000000 PM,"PJHEID"
1161425,1278636,1027046,"N",1,28-MAY-14 02.29.31.528000000 PM,"RACHELSPANGENBER",27-MAY-16 06.09.16.460371000 PM,"DataFix_906400"
1001674,1282601,1027194,"N",0,02-JUN-14 12.37.10.525000000 PM,"KWOODALL",02-JUN-14 12.37.10.525000000 PM,"KWOODALL"
1161425,1278371,1027052,"N",3,28-MAY-14 03.49.25.676000000 PM,"IFRANKHAN",17-JUL-15 03.58.57.062000000 PM,"PJHEID"
1000368,1285205,1034362,"Y",4,16-JUN-14 02.31.07.173000000 PM,"PJHEID",17-JUL-15 10.49.41.103000000 AM,"DataFix_PCPAffiliaion"
1155370,1286842,1027136,"Y",1,30-MAY-14 05.46.34.984000000 PM,"ZULEIMARUIZ",07-MAR-18 08.39.34.367000000 AM,"ZULEIMARUIZ"
1183591,1286765,1034342,"N",0,16-JUN-14 07.14.48.245000000 AM,"KWOODALL",16-JUN-14 07.14.48.245000000 AM,"KWOODALL"
1183591,1286771,1034343,"N",0,16-JUN-14 07.44.26.702000000 AM,"KWOODALL",16-JUN-14 07.44.26.702000000 AM,"KWOODALL"
1166885,1288275,1034356,"N",0,16-JUN-14 12.53.57.053000000 PM,"KWOODALL",16-JUN-14 12.53.57.053000000 PM,"KWOODALL"
1000678,1285205,1034363,"Y",4,16-JUN-14 02.31.07.175000000 PM,"PJHEID",17-JUL-15 10.49.41.103000000 AM,"DataFix_PCPAffiliaion"
1000678,1284685,1034451,"N",0,17-JUN-14 11.30.58.190000000 AM,"JMLAGRO",17-JUN-14 11.30.58.190000000 AM,"JMLAGRO"
1000368,1285315,1034374,"Y",1,16-JUN-14 03.03.03.187000000 PM,"JMLAGRO",24-JUN-15 11.39.31.531000000 AM,"DataFix_PCPAffiliaion"
1000678,1285315,1034375,"Y",1,16-JUN-14 03.03.03.189000000 PM,"JMLAGRO",24-JUN-15 11.39.31.532000000 AM,"DataFix_PCPAffiliaion"
1000368,1284685,1034452,"N",0,17-JUN-14 11.30.58.192000000 AM,"JMLAGRO",17-JUN-14 11.30.58.192000000 AM,"JMLAGRO"
1000368,1284788,1034774,"Y",1,19-JUN-14 03.43.23.159000000 PM,"JMLAGRO",05-JUN-15 11.50.55.591000000 AM,"DATA_FFIX_PCPIndicator_850493"
1000678,1284788,1034775,"Y",1,19-JUN-14 03.43.23.161000000 PM,"JMLAGRO",05-JUN-15 11.50.55.591000000 AM,"DATA_FFIX_PCPIndicator_850493"
1000368,1285623,1034776,"N",1,19-JUN-14 03.45.56.180000000 PM,"KARINARUIZ",25-JUN-15 09.15.43.530000000 AM,"JMLAGRO"
1000678,1285623,1034777,"N",1,19-JUN-14 03.45.56.183000000 PM,"KARINARUIZ",25-JUN-15 09.15.43.530000000 AM,"MMANYGUNS"
1000678,1287020,1035891,"N",2,25-JUN-14 04.12.06.377000000 PM,"NAKARRIABELL",17-JUL-15 12.24.03.548000000 PM,"CAROLREEVES"
1000678,1285642,1034794,"Y",1,19-JUN-14 03.59.13.444000000 PM,"NAKARRIABELL",12-APR-19 01.58.50.559000000 PM,"NAKARRIABELL"
1000368,1285642,1034795,"N",2,19-JUN-14 03.59.13.447000000 PM,"NAKARRIABELL",08-OCT-25 01.05.27.636000000 PM,"NAKARRIABELL"
1167457,1285642,1034796,"N",0,19-JUN-14 03.59.13.449000000 PM,"NAKARRIABELL",19-JUN-14 03.59.13.449000000 PM,"NAKARRIABELL"
1000368,1286129,1035256,"N",4,23-JUN-14 12.32.17.132000000 PM,"BRENDASOTO",11-AUG-15 01.03.37.715000000 PM,"JMLAGRO"
1000678,1286129,1035257,"N",2,23-JUN-14 12.32.17.135000000 PM,"BRENDASOTO",18-JUN-15 10.55.33.233000000 AM,"JMLAGRO"
1001393,1285425,1035531,"N",0,24-JUN-14 02.08.59.636000000 PM,"DANIELLAESTRELLA",24-JUN-14 02.08.59.636000000 PM,"DANIELLAESTRELLA"
1000368,1287020,1035890,"N",2,25-JUN-14 04.12.06.374000000 PM,"NAKARRIABELL",17-JUL-15 12.24.03.549000000 PM,"CAROLREEVES"
1000678,1285819,1035892,"Y",1,25-JUN-14 04.18.37.516000000 PM,"DANIELLAESTRELLA",29-JUN-15 10.05.35.454000000 AM,"DataFix_PCPAffiliaion"
1000368,1286921,1035862,"Y",0,25-JUN-14 02.53.59.284000000 PM,"DENISSEMORENO",25-JUN-14 02.53.59.284000000 PM,"DataFix_PCPAffiliaion"
1000368,1285819,1035893,"Y",1,25-JUN-14 04.18.37.518000000 PM,"DANIELLAESTRELLA",29-JUN-15 10.05.35.454000000 AM,"DataFix_PCPAffiliaion"
1000368,1289043,1036262,"N",0,27-JUN-14 02.01.13.265000000 PM,"DENISSEMORENO",27-JUN-14 02.01.13.265000000 PM,"DENISSEMORENO"
1164517,1287643,1038376,"N",1,08-JUL-14 01.58.32.755000000 PM,"DENISSEMORENO",29-MAY-15 10.06.44.236000000 AM,"PJHEID"
1000368,1289049,1037230,"Y",5,01-JUL-14 04.00.04.412000000 PM,"KARINARUIZ",30-JUN-15 02.13.36.926000000 PM,"DATA_FFIX_PCPIndicator_850493"
1001393,1286539,1036117,"Y",1,27-JUN-14 08.55.28.597000000 AM,"ZULEIMARUIZ",07-MAR-18 08.38.56.049000000 AM,"ZULEIMARUIZ"
1281119,1289006,1036015,"N",0,26-JUN-14 01.35.44.161000000 PM,"KWOODALL",26-JUN-14 01.35.44.161000000 PM,"KWOODALL"
1000678,1289043,1036261,"N",0,27-JUN-14 02.01.13.262000000 PM,"DENISSEMORENO",27-JUN-14 02.01.13.262000000 PM,"DENISSEMORENO"
1164492,1288960,1036764,"N",1,30-JUN-14 06.24.01.681000000 PM,"BRENDAPEREZESCOB",29-JUN-15 09.43.48.370000000 AM,"JMLAGRO"
1000678,1289049,1037231,"Y",5,01-JUL-14 04.00.04.414000000 PM,"KARINARUIZ",30-JUN-15 02.13.36.926000000 PM,"DATA_FFIX_PCPIndicator_850493"
1164492,1287455,1038612,"N",0,09-JUL-14 04.05.52.243000000 PM,"DANIELLAESTRELLA",09-JUL-14 04.05.52.243000000 PM,"DANIELLAESTRELLA"
1000777,1289240,1037634,"N",0,02-JUL-14 12.15.08.627000000 PM,"KARINARUIZ",02-JUL-14 12.15.08.627000000 PM,"KARINARUIZ"
1001393,1285637,1037993,"N",1,03-JUL-14 02.22.49.183000000 PM,"RACHELSPANGENBER",18-JUN-15 10.08.56.518000000 AM,"ESTHERSHAHPAR"
1281119,1289424,1038610,"N",0,09-JUL-14 03.57.14.966000000 PM,"KWOODALL",09-JUL-14 03.57.14.966000000 PM,"KWOODALL"
1001393,1287434,1037830,"Y",0,02-JUL-14 05.58.44.816000000 PM,"BRENDASOTO",02-JUL-14 05.58.44.816000000 PM,"DataFix_PCPAffiliaion"
1182902,1287864,1038619,"N",1,09-JUL-14 05.02.44.813000000 PM,"KWOODALL",12-JUN-15 01.53.02.866000000 PM,"JMLAGRO"
1164492,1287943,1038626,"N",1,09-JUL-14 05.47.20.199000000 PM,"JUDITHSZEGEDI",19-JUN-15 05.36.25.895000000 PM,"MMANYGUNS"
