"P_SYS_ID","P_TXNMY_SK","P_TXNMY_CD","P_TXNMY_BEG_DT","P_TXNMY_END_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1000835,1000575,"207R00000X",06-AUG-11,25-MAR-25,7,"B-Term-Prov-Trigger_1306971.00",25-MAR-25 06.01.39.145782000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000836,1000576,"207Q00000X",09-SEP-11,31-DEC-99,6,"CAROLREEVES",29-JUN-15 04.14.34.435000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000842,1000580,"207Q00000X",03-NOV-11,31-JAN-25,3,"B-Term-Prov-Trigger_1230933.00",31-JAN-25 06.02.24.726759000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000843,1000581,"207R00000X",12-SEP-11,31-DEC-99,3,"KARINARUIZ",11-NOV-14 12.27.37.807000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000846,1000584,"207Q00000X",16-MAY-07,31-DEC-99,6,"JMLAGRO",20-FEB-15 01.04.22.175000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000847,1000585,"2084P0800X",16-APR-07,30-JUN-24,4,"B-Term-Prov-Trigger_1386327.00",19-MAY-25 06.02.53.913604000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000855,1000593,"2084P0800X",15-MAY-07,01-AUG-14,6,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.531603000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000862,1000600,"207Y00000X",04-MAY-07,17-JUL-18,4,"B-Term-Prov-Trigger_2059973.00",17-JUL-18 06.00.59.625728000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000867,1000603,"208800000X",09-MAY-07,31-DEC-99,6,"DOMINICKNGANTOU",16-SEP-14 11.00.48.770000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000870,1000605,"208800000X",15-MAY-07,04-OCT-15,3,"CR1906_SET_ENDDT_4OCT15",17-JUN-15 03.11.37.682000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000891,1000620,"207Q00000X",01-SEP-11,31-DEC-99,4,"ESTHERSHAHPAR",21-JUL-15 04.31.09.519000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000901,1000630,"367500000X",03-OCT-11,31-MAR-15,6,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000902,1000631,"207V00000X",19-SEP-11,31-DEC-99,4,"PJHEID",25-FEB-15 02.43.54.759000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000903,1000632,"367500000X",27-JUL-11,07-SEP-18,2,"B-Term-Prov-Trigger_2141934.00",07-SEP-18 06.01.35.235103000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000905,1000634,"207Q00000X",27-SEP-11,31-DEC-14,11,"RRUD",18-OCT-19 08.37.44.755000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000906,1000635,"207Y00000X",25-OCT-11,23-JAN-21,4,"B-Term-Prov-Trigger_3569653.00",24-JAN-21 06.03.12.509138000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000910,1000637,"103T00000X",26-SEP-11,14-OCT-19,6,"AYARBROUGH",14-OCT-19 10.23.23.553000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000911,1000638,"207X00000X",01-SEP-11,31-DEC-99,2,"PJHEID",17-NOV-14 09.53.54.316000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000919,1000646,"207Q00000X",03-MAY-03,01-JAN-18,12,"B-Term-Prov-Trigger_2453441.00",23-MAR-19 06.01.03.129889000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000920,1000647,"208600000X",01-SEP-11,17-JUN-15,12,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000922,1000649,"207Q00000X",02-SEP-11,20-AUG-18,4,"B-Term-Prov-Trigger_2112479.00",20-AUG-18 06.01.55.899915000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000925,1000651,"207P00000X",03-OCT-11,16-DEC-13,3,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000929,1000654,"2080P0202X",01-OCT-11,30-SEP-13,2,"MMANYGUNS",21-JUL-15 10.33.37.010000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000937,1000661,"208800000X",18-NOV-11,31-DEC-99,1,"Provider Conversion",07-APR-14 12.21.44.076000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000940,1000663,"207Q00000X",01-OCT-11,31-DEC-99,7,"MELISSABULGER",12-NOV-14 10.56.24.012000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000941,1000664,"207RG0100X",24-OCT-11,29-MAR-18,7,"B-Term-Prov-Trigger_2227567.00",30-OCT-18 06.01.37.176523000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000943,1000665,"207L00000X",01-OCT-11,31-DEC-99,7,"AYARBROUGH",02-AUG-19 12.02.37.181000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000946,1000667,"291U00000X",01-FEB-11,31-DEC-15,3,"B-Term-Prov-Trigger_2428004.00",07-MAR-19 06.00.56.853729000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000947,1000668,"291U00000X",26-JUL-11,25-JUL-25,5,"B-Term-Prov-Trigger_1482925.00",25-JUL-25 06.01.51.120084000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000948,1000669,"291U00000X",01-DEC-10,31-DEC-15,3,"B-Term-Prov-Trigger_2428004.00",07-MAR-19 06.00.56.853729000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000952,1000670,"103T00000X",28-NOV-11,31-DEC-99,4,"ANNDOLL",05-JUN-18 02.18.01.927000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000964,1000680,"2084P0804X",01-OCT-13,31-JAN-22,6,"B-Term-Prov-Trigger_4506332.00",25-JUL-22 06.02.48.897228000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000974,1000688,"207L00000X",14-APR-00,26-JUN-23,4,"B-Term-Prov-Trigger_5099384.00",27-JUN-23 06.02.49.016308000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000975,1000689,"367500000X",19-DEC-11,10-JUN-17,5,"B-Term-Prov-Trigger_2538908.00",15-MAY-19 06.01.24.575102000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000978,1000691,"207X00000X",01-DEC-11,15-MAY-15,4,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.871508000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000979,1000692,"207RG0100X",05-DEC-11,19-FEB-15,5,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000985,1000697,"208600000X",17-MAY-97,01-DEC-16,4,"B-Term-Prov-Trigger_1296826.00",07-FEB-17 06.01.45.008959000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1190621,1029901,"343900000X",26-JAN-09,21-APR-19,2,"B-Term-Prov-Trigger_2516940.00",01-MAY-19 06.08.48.343595000 PM,"JMLAGRO",21-AUG-15 09.53.02.888000000 AM
1000987,1000699,"208G00000X",21-NOV-11,30-SEP-13,6,"JMLAGRO",30-JUL-15 07.52.14.840000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000992,1000704,"111N00000X",05-DEC-11,31-DEC-99,1,"Provider Conversion",15-APR-14 12.57.04.977000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000994,1000706,"207V00000X",03-OCT-11,19-OCT-16,6,"B-Term-Prov-Trigger_1826284.00",13-FEB-18 06.00.51.205293000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1000996,1000708,"207Q00000X",09-DEC-11,30-SEP-13,20,"JMLAGRO",13-JUL-15 11.08.23.053000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001618,1001207,"207Q00000X",14-MAR-13,31-DEC-99,4,"KWOODALL",22-AUG-14 10.28.59.323000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001621,1001209,"207X00000X",09-SEP-12,08-NOV-16,4,"B-Term-Prov-Trigger_1288300.00",31-JAN-17 06.01.46.268795000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001627,1001214,"367500000X",31-JAN-13,31-DEC-99,5,"PJHEID",22-JUL-15 08.42.22.707000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001630,1001216,"367500000X",04-FEB-13,31-DEC-99,3,"MMANYGUNS",06-APR-15 04.47.32.231000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001634,1001220,"207L00000X",14-JAN-13,16-SEP-24,5,"B-Term-Prov-Trigger_1161392.00",13-DEC-24 06.01.40.213834000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001636,1001222,"367500000X",14-JAN-13,31-DEC-99,16,"USHASHA",31-JUL-15 04.47.36.593000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001637,1001223,"208800000X",14-JAN-13,31-OCT-15,5,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.57.970284000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001646,1001227,"111N00000X",16-AUG-10,31-DEC-99,3,"MMANYGUNS",03-FEB-15 09.10.10.873000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001647,1001228,"111N00000X",11-JAN-13,31-DEC-99,2,"MMANYGUNS",03-FEB-15 08.54.56.846000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001668,1001235,"367500000X",25-FEB-13,31-DEC-99,4,"BRENDAPEREZESCOB",13-MAY-15 12.34.59.105000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001669,1001236,"207Q00000X",01-AUG-10,30-SEP-13,13,"JMLAGRO",11-MAY-15 12.42.26.600000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001692,1001240,"111N00000X",15-JUL-95,31-DEC-99,1,"Provider Conversion",25-APR-14 12.38.59.602000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001693,1001241,"207Q00000X",14-SEP-06,31-DEC-99,5,"DMOCK",11-MAR-16 03.21.06.455000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001702,1001245,"1041C0700X",28-MAR-11,04-OCT-15,2,"CR1906_SET_ENDDT_4OCT15",10-OCT-14 09.09.14.250000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1294693,1029895,"171M00000X",19-OCT-15,01-SEP-16,3,"B-Term-Prov-Trigger_2136878.00",04-SEP-18 06.01.28.112001000 PM,"GUESTUSER",21-AUG-15 08.53.27.675000000 AM
1001713,1001254,"1041C0700X",01-MAY-11,01-AUG-13,6,"B-Term-Prov-Trigger_2957260.00",24-JAN-20 06.02.27.656537000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001721,1001259,"1041C0700X",05-OCT-11,20-APR-22,3,"B-Term-Prov-Trigger_4506332.00",25-JUL-22 06.02.48.897228000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001724,1001261,"1041C0700X",10-DEC-11,31-DEC-99,8,"JASTONE",30-MAY-18 08.23.06.257000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001736,1001272,"104100000X",11-OCT-12,07-JUL-20,2,"B-Term-Prov-Trigger_3233687.00",07-JUL-20 06.01.43.196878000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001746,1001276,"1041C0700X",06-FEB-13,14-DEC-15,3,"B-Term-Prov-Trigger_2095529.00",09-AUG-18 06.00.59.408132000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001748,1001277,"363L00000X",01-OCT-10,05-SEP-18,5,"B-Term-Prov-Trigger_2138616.00",05-SEP-18 06.01.33.100768000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001749,1001278,"363L00000X",14-JUL-11,04-OCT-15,5,"CR1906_SET_ENDDT_4OCT15",02-DEC-14 10.11.40.482000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001753,1001279,"363LF0000X",17-MAY-07,31-DEC-99,10,"ANNDOLL",08-AUG-17 09.01.43.539000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001772,1001285,"333600000X",01-SEP-10,01-AUG-21,5,"B-Term-Prov-Trigger_4075957.00",17-NOV-21 06.06.10.577344000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001773,1001286,"3336C0003X",04-APR-11,30-SEP-13,2,"SHERSAYLER",02-APR-14 02.51.29.434000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1161536,1029087,"261QP2300X",01-NOV-21,31-DEC-99,4,"RRUD",01-NOV-21 02.07.36.236000000 PM,"JMLAGRO",01-JUL-15 03.46.02.523000000 PM
1289535,1029088,"261Q00000X",08-APR-14,15-NOV-16,3,"B-Term-Prov-Trigger_1198087.00",15-NOV-16 06.01.57.196199000 PM,"JMLAGRO",01-JUL-15 03.50.40.959000000 PM
1192700,1029092,"193400000X",06-SEP-07,31-DEC-99,5,"MMANYGUNS",07-JUL-15 03.17.16.643000000 PM,"JMLAGRO",02-JUL-15 07.14.09.594000000 AM
1155622,1029093,"193400000X",01-JAN-09,31-DEC-99,1,"JMLAGRO",02-JUL-15 07.27.47.827000000 AM,"JMLAGRO",02-JUL-15 07.26.59.557000000 AM
1000312,1029094,"193400000X",01-SEP-10,31-DEC-99,0,"JMLAGRO",02-JUL-15 07.53.22.531000000 AM,"JMLAGRO",02-JUL-15 07.53.22.531000000 AM
1204683,1029095,"261QD0000X",01-JAN-06,31-DEC-99,0,"JMLAGRO",02-JUL-15 08.05.21.065000000 AM,"JMLAGRO",02-JUL-15 08.05.21.065000000 AM
1001788,1001304,"333600000X",06-APR-11,31-DEC-99,3,"ANNDOLL",09-APR-19 02.13.37.911000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001790,1001305,"3336L0003X",01-DEC-11,31-DEC-99,1,"Provider Conversion",11-JUN-14 04.07.26.952000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001792,1001307,"3336L0003X",26-JAN-12,04-JUN-13,4,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.531603000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001795,1001310,"3336C0003X",02-FEB-12,01-JUL-17,2,"B-Term-Prov-Trigger_2710467.00",28-AUG-19 06.01.05.608777000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001796,1001311,"3336C0003X",01-FEB-12,31-DEC-99,6,"JMLAGRO",01-JUL-15 08.16.33.923000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001797,1001312,"3336C0003X",16-APR-12,30-JUN-14,5,"RRUD",15-JAN-19 12.26.53.049000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001798,1001313,"3336C0003X",02-APR-12,31-DEC-99,4,"JMLAGRO",01-JUL-15 01.15.57.707000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1168223,1029097,"193400000X",09-JUL-94,31-DEC-99,0,"JMLAGRO",02-JUL-15 08.24.44.902000000 AM,"JMLAGRO",02-JUL-15 08.24.44.902000000 AM
1001801,1001316,"3336C0003X",25-JUL-12,31-DEC-99,1,"Provider Conversion",25-APR-14 02.24.15.922000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001803,1001318,"333600000X",24-SEP-12,31-JUL-24,8,"B-Term-Prov-Trigger_1099460.00",31-OCT-24 06.02.04.392540000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1293976,1029098,"363A00000X",26-MAY-15,31-DEC-99,11,"CR1906_SUP_PROV_DT_NEW",15-SEP-15 11.35.41.000000000 AM,"GUESTUSER",02-JUL-15 09.18.20.316000000 AM
1293979,1029099,"207Q00000X",01-JUL-15,12-SEP-18,11,"B-Term-Prov-Trigger_2150058.00",12-SEP-18 06.01.39.389491000 PM,"GUESTUSER",02-JUL-15 09.36.03.714000000 AM
1001808,1001322,"3336L0003X",01-AUG-12,31-DEC-99,7,"MMANYGUNS",30-JUN-15 03.17.32.986000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001812,1001328,"3336L0003X",03-AUG-10,02-APR-26,5,"B-Term-Prov-Trigger_1852482.00",08-APR-26 06.01.52.998197000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001824,1001331,"314000000X",01-JAN-12,31-DEC-99,3,"THENDERSON",13-AUG-15 04.24.51.405000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1293978,1029100,"2085R0202X",11-FEB-10,31-DEC-99,9,"GUESTUSER",02-JUL-15 09.39.17.039000000 AM,"GUESTUSER",02-JUL-15 09.36.59.730000000 AM
1163728,1029105,"261Q00000X",01-FEB-07,31-DEC-16,1,"B-Term-Prov-Trigger_2451975.00",22-MAR-19 06.00.52.427656000 PM,"JMLAGRO",02-JUL-15 09.44.13.431000000 AM
1277200,1029111,"261QS0132X",01-NOV-05,31-DEC-99,2,"JMLAGRO",18-AUG-15 10.37.14.846000000 AM,"JMLAGRO",02-JUL-15 10.16.15.138000000 AM
1293993,1029128,"2085R0202X",01-MAR-15,31-DEC-99,1,"GUESTUSER",03-JUL-15 03.20.37.119000000 PM,"GUESTUSER",03-JUL-15 03.15.13.751000000 PM
1001834,1001335,"314000000X",26-JUL-12,04-OCT-15,2,"CR1906_SET_ENDDT_4OCT15",23-MAR-15 07.16.24.863000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001847,1001336,"315P00000X",12-JAN-11,31-DEC-99,5,"KAYLAMRAHRICH",23-NOV-20 02.30.39.150000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001848,1001337,"315P00000X",12-JAN-11,31-DEC-99,5,"KAYLAMRAHRICH",23-NOV-20 02.33.15.289000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001849,1001338,"315P00000X",01-JUL-12,31-DEC-99,5,"KAYLAMRAHRICH",23-NOV-20 02.30.13.313000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002954,1001342,"122300000X",20-JUN-11,31-DEC-99,3,"AYARBROUGH",15-APR-16 04.04.38.110000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002959,1001344,"122300000X",15-AUG-11,31-DEC-13,5,"PJHEID",11-JAN-15 12.57.40.696000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1002961,1001346,"122300000X",10-JUN-11,31-DEC-99,3,"KWOODALL",15-OCT-14 02.02.25.039000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001436,1001066,"103T00000X",09-OCT-12,31-DEC-99,1,"Provider Conversion",13-FEB-14 12.56.41.951000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001441,1001070,"2084N0400X",16-OCT-12,01-DEC-16,8,"B-Term-Prov-Trigger_1288300.00",31-JAN-17 06.01.46.268795000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001445,1001073,"2085R0202X",25-JUL-12,04-OCT-15,4,"B-Term-Prov-Trigger_1093687.00",19-AUG-16 06.00.38.499220000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001446,1001074,"2085R0202X",28-APR-09,30-SEP-13,2,"JMLAGRO",14-JAN-15 08.35.37.633000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001448,1001076,"2085R0202X",23-MAR-11,24-JUL-18,2,"B-Term-Prov-Trigger_2070647.00",24-JUL-18 06.00.56.289282000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001449,1001077,"2085R0202X",28-APR-09,30-SEP-13,10,"NEERUSHARMA",01-JUL-15 03.31.49.781000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001450,1001078,"2085R0202X",06-APR-10,04-OCT-15,9,"B-Term-Prov-Trigger_1267817.00",13-JAN-17 06.01.52.831742000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001451,1001079,"2085R0202X",01-JAN-21,31-DEC-99,6,"JODYTAYLOR",20-APR-21 09.54.31.563000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001452,1001080,"2085R0202X",28-SEP-11,30-SEP-13,2,"JMLAGRO",15-JUL-15 02.32.39.513000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001453,1001081,"2085R0202X",23-MAR-11,31-DEC-99,3,"ANNDOLL",18-MAR-20 01.03.46.249000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001454,1001082,"2085R0202X",28-APR-09,04-OCT-15,2,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001455,1001083,"2085R0202X",12-JUN-12,31-DEC-99,4,"ANNDOLL",17-SEP-20 01.06.40.709000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001456,1001084,"2085R0202X",28-APR-09,16-JAN-19,3,"B-Term-Prov-Trigger_2353279.00",18-JAN-19 06.01.00.333590000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001458,1001086,"2085R0202X",23-MAR-11,04-OCT-15,3,"B-Term-Prov-Trigger_1267817.00",13-JAN-17 06.01.52.831742000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001460,1001088,"2085R0202X",28-APR-09,24-JUL-18,4,"B-Term-Prov-Trigger_2070647.00",24-JUL-18 06.00.56.289282000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001461,1001089,"2085R0202X",25-MAY-11,04-OCT-15,4,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001463,1001091,"2085R0202X",03-JAN-11,04-OCT-15,4,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001466,1001092,"208000000X",05-NOV-12,01-NOV-15,4,"B-Term-Prov-Trigger_1956525.00",11-MAY-18 06.01.57.253529000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001468,1001094,"103T00000X",01-NOV-12,31-DEC-99,3,"MCMOOS",26-OCT-21 01.18.20.086000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001469,1001095,"2085R0202X",28-SEP-11,30-SEP-13,0,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001470,1001096,"2085R0202X",28-APR-09,30-SEP-13,2,"JMLAGRO",15-JUL-15 03.29.29.075000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001471,1001097,"2085R0202X",28-APR-09,31-DEC-99,10,"MMANYGUNS",21-JUL-15 11.29.25.775000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001472,1001098,"2085R0202X",28-APR-09,04-OCT-15,9,"B-Term-Prov-Trigger_1266640.00",12-JAN-17 06.01.56.678109000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001474,1001100,"2085R0202X",23-MAR-11,04-OCT-15,6,"B-Term-Prov-Trigger_1267817.00",13-JAN-17 06.01.52.831742000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001477,1001103,"2085R0202X",06-APR-10,07-OCT-20,6,"B-Term-Prov-Trigger_429633.00",26-JUL-23 06.12.57.970284000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001481,1001105,"367500000X",29-OCT-12,04-OCT-15,2,"CR1906_SET_ENDDT_4OCT15",25-JUN-15 08.44.43.881000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001482,1001106,"207Q00000X",29-OCT-12,15-JAN-16,6,"B-Term-Prov-Trigger_1366057.00",06-APR-17 06.01.46.051502000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001483,1001107,"207R00000X",05-NOV-12,22-JAN-14,8,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.531603000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001484,1001108,"207RG0100X",05-NOV-12,28-SEP-20,5,"B-Term-Prov-Trigger_3372705.00",28-SEP-20 06.02.18.775364000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001485,1001109,"207L00000X",05-NOV-12,31-DEC-99,7,"DMOCK",14-NOV-17 10.02.08.915000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001487,1001111,"207T00000X",12-NOV-12,30-JUN-18,10,"B-Term-Prov-Trigger_2370188.00",29-JAN-19 06.01.53.064825000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001490,1001112,"208800000X",27-JUL-12,17-JUN-18,2,"B-Term-Prov-Trigger_2370188.00",29-JAN-19 06.01.53.064825000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001495,1001117,"103T00000X",12-NOV-12,30-JUN-14,7,"B-Term-Prov-Trigger_717958.00",02-OCT-15 06.01.35.392029000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001496,1001118,"2085R0202X",25-JUL-12,04-OCT-15,7,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001497,1001119,"2085R0202X",28-APR-09,04-OCT-15,3,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001502,1001123,"2085R0202X",28-SEP-11,04-OCT-15,6,"B-Term-Prov-Trigger_1265495.00",11-JAN-17 06.01.56.411402000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001504,1001125,"207W00000X",14-NOV-12,31-DEC-99,1,"Provider Conversion",20-MAR-14 07.20.18.094000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001517,1001133,"207RN0300X",10-DEC-12,31-DEC-99,5,"JMLAGRO",28-JUL-15 12.36.59.234000000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001521,1001136,"207P00000X",11-NOV-12,11-FEB-17,11,"B-Term-Prov-Trigger_1618378.00",29-SEP-17 06.00.45.936263000 PM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
1001526,1001138,"208000000X",13-JUL-12,31-DEC-99,4,"DMOCK",21-NOV-17 09.00.25.513000000 AM,"Provider Conversion",28-MAR-13 03.57.46.000000000 AM
