"P_RPT_LN_CL_ERR_SK","P_CL_PROV_ID","P_CL_NAME","P_CL_CLIA_NUM","P_CL_EXP_DT","P_CL_LAB_TYPE","P_CL_TERM_CD","P_CL_TERM_RSN","P_CL_EXPIRED_CD","P_CL_ERROR_MSG","P_CL_PRCS_DT","L_HIBERNATE_VER_NUM","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
79640,"1496943","Sanford Medical Center Fargo","35D2203722",26-NOV-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79641,"1455053","Carrington Health Center","35D0408755",23-MAY-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79642,"1454825","Eyecare Professionals PC","35D2155371",26-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79643,"1457694","Innovis Health LLC","35D0408726",02-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79644,"1450983","Myriad Genetic Laboratories Inc","46D0880690",26-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79645,"1457183","Bethel Lutheran Nursing and Rehabilitation Center","35D0724200",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79646,"1454594","St Aloisius Hospital Inc","35D0041814",07-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79647,"1454323","Cavalier County Memorial Hospital Association","35D0408585",06-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79648,"1450823","Sanford Health Network","43D0407393",03-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79649,"1452198","Heartland Diagnostic Services LLC","35D1026068",24-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79650,"1457609","Towner County Public Health District","35D1061994",03-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79651,"1458399","Innovis Health LLC","24D0406439",03-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79652,"1462830","Avera McKennan","43D0406836",26-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79653,"1458226","Presentation Medical Center","35D0041821",24-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79654,"1463259","Sanford Medical Center","43D1002016",16-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79655,"1458588","Garrison Memorial Hospital","35D0408969",31-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79656,"1458667","Linton Hospital","35D0667372",28-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79657,"1456540","Mercy Medical Center","35D0409305",16-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79658,"1460596","Sanford Bismarck","35D0655677",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79659,"1460658","Altru Health System","35D0408629",22-DEC-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79660,"1455449","St Aloisius Hospital Inc","35D0041814",07-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79661,"1462024","Childrens Health Care","24D0401390",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79662,"1459697","Trinity Medical Group","35D0409312",10-JAN-28,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79663,"1460049","Oakes Community Hospital","35D0408793",29-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79664,"1464413","PSJ Acquisition LLC","35D0951705",31-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79665,"1455972","White Drug Enterprises Inc","24D1053628",29-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79666,"1457395","St Andrews Hospital","35D0408653",07-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79667,"1459041","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79668,"1457484","Sanford Medical Center Fargo","35D0655616",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79669,"1457597","Sanford Medical Center Fargo","35D0408232",06-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79670,"1457597","Sanford Medical Center Fargo","35D0655616",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79282,"1454896","Mercy Hospital of Devils Lake","35D0408636",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79283,"1454904","Christian Unity Hospital Corporation","35D0408575",30-JUL-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79284,"1454950","The Evangelical Lutheran Good Samaritan Society","35D0655648",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79285,"1451420","Richland County","35D0685240",06-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79286,"1457699","St Marys Regional Health Center","24D0041325",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79287,"1452107","Riverview Healthcare Association","24D0663948",02-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79288,"1462607","Mercy Hospital of Devils Lake","35D0408636",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79289,"1452991","Hazen Memorial Hospital Association","35D0408977",10-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79290,"1454666","Rolette County Public Health District","35D0990050",12-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79291,"1455294","Pathology Consultants PC","35D2002387",19-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79292,"1455700","Tioga Medical Center","35D0409329",02-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79293,"1456933","Benedictine Living Communities Bismarck Inc","35D2005925",07-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79294,"1458331","Parkside Home","35D0684528",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79295,"1458530","Ashley Medical Center","35D0669946",22-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79296,"1459013","Mountrail County Medical Center Inc","35D0409270",17-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79297,"1459048","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79298,"1455433","Sisters of Mary of the Presentation Long Term Care","35D0698533",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79299,"1458864","Innovis Health LLC","35D0978097",29-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79300,"1459002","University of North Dakota","35D0408878",04-JAN-28,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79301,"1460047","Oakes Community Hospital","35D0408793",29-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79302,"1459697","Trinity Medical Group","35D0865320",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79303,"1459697","Trinity Medical Group","35D1011014",30-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79304,"1459945","St Marys Regional Health Center","24D0041325",03-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79305,"1459049","West River Health Services","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79306,"1464334","Jacobson Memorial Hospital Care Center","35D0869325",17-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79307,"1459125","Trinity Hospitals","35D0966668",24-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79308,"1458428","Altru Health System","24D2060080",31-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79309,"1458365","Mayo Clinic Hospital Rochester","24D0404292",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79310,"1463084","John B Andelin MD PC","35D0409305",16-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79311,"1457728","St Lukes Hospital","35D0409233",07-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79312,"1464752","GeneDX LLC","21D0969951",09-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79313,"1456780","St Alexius Medical Center","35D0408924",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79314,"1455437","Sisters of Mary of the Presentation Long Term Care","35D0687941",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79315,"1459004","St Andrews Hospital","35D0408653",07-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79316,"1461643","Emmons District Health Unit","35D0677358",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79317,"1460648","Altru Health System","35D0408497",31-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79318,"1460992","Stellar Healthcare LTD","35D2022940",12-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79319,"1459061","Trinity Kenmare Hospital","35D0409242",16-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79320,"1465215","Bismarck Surgical Associates LLC","35D1037915",29-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79321,"1476323","Sanford Clinic","43D0906417",02-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79322,"1473749","Sanford Health Network North","35D0667840",25-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79323,"1472778","Shriners Hospitals for Children","36D0346560",02-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79324,"1477977","Lake Region Lutheran Home Inc","35D2258277",18-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79325,"1468008","Sanford Medical Center","43D0891782",05-NOV-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79326,"1469636","Four Seasons Wellness PLLC","35D2123268",14-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79327,"1473752","Sanford Health Network North","24D2083249",01-SEP-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79328,"1472618","BioReference Health LLC","31D0652945",06-NOV-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79329,"1473553","Sanford Health Network North","24D0406383",07-JUN-28,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79330,"1462417","West River Health Serivces","35D0655705",11-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79331,"1484981","St Andrews Hospital","35D0408653",07-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79332,"1494146","Innovative Scientific Solutions LLC","42D2120659",03-DEC-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79333,"1494846","Innovative Health","35D2276807",14-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79334,"1494168","Sanford Medical Center Fargo","35D0655617",19-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79335,"1490549","Precision Life Sciences LLC","25D2230030",15-MAR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79336,"1493971","Caris MPI Inc","03D2210981",07-NOV-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79337,"1494933","Edgewood Lakewood Mandan LLC","35D2316987",15-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79338,"1493167","Independent Clinical Laboratories Inc","10D0699501",26-JUL-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79339,"1495206","Naveris Inc","34D2268160",04-JUN-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79340,"1497492","Veracyte Inc","05D2014120",20-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79341,"1498042","Genomic Health Inc","03D2048606",02-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79342,"1497834","Good Samaritan Medical Center LLC","06D1028766",11-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79343,"1498527","Harrison Medical Center","50D1102230",30-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79344,"1498181","Manatee Memorial Hospital LP","10D0025879",27-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79345,"1454963","Mercy Medical Center","35D0409305",16-AUG-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79346,"1452279","PR Health Corporation","35D0408612",01-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79347,"1451501","Sanford Medical Center","43D0407227",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79348,"1451096","Assurex Health Inc","36D1101772",19-JUN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79349,"1457868","Southwest Healthcare Services","35D0409088",18-MAY-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79350,"1454290","Sisters of Mary of the Presentation Long Term Care","35D0408455",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79351,"1453929","Vibra Hospital of Fargo LLC","35D0994257",09-DEC-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79352,"1454787","Riverview Healthcare Association","24D0663948",02-APR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79353,"1455025","Cooperstown Medical Center","35D0408762",01-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79354,"1454648","Ashley Medical Center","35D0669946",22-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79355,"1456890","Presentation Medical Center","35D0041821",24-MAR-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79356,"1463222","Mercy Hospital","35D0041727",08-NOV-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79357,"1460670","Trinity Hospitals","35D0409222",14-OCT-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79358,"1455160","Rolette Community Care Center Inc","35D0408690",31-AUG-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79359,"1461839","Valley Homes and Services","35D0914396",28-APR-26,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79360,"1459697","Trinity Medical Group","35D0914977",20-DEC-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79361,"1459697","Trinity Medical Group","35D0966668",24-OCT-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79362,"1458665","Fairview Health Services","24D0403520",08-FEB-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
79363,"1457397","St Andrews Hospital","35D0408653",07-JAN-27,"","","","","ND-MSG-02-8368-CLIA-IN HE NOT ON FILE",10-MAR-26,0,"B-IF-CLIA-MNLY_1811166.00",10-MAR-26 11.00.17.616080000 PM
