"P_ENROL_SYS_ID","P_ENROL_AFFL_SEQ_NUM","P_AFFL_PCP_IND","L_HIBERNATE_VER_NUM","G_AUD_ADD_TS","G_AUD_ADD_USER_ID","G_AUD_USER_ID","G_AUD_TS"
1277542,1,"N",16,15-MAY-13 11.04.23.255000000 AM,"guestUser","PJHEID",24-NOV-13 09.17.00.672000000 PM
1277565,1,"N",7,15-MAY-13 01.19.51.889000000 PM,"guestUser","JMLAGRO",15-APR-14 07.42.29.087000000 AM
1277567,1,"N",11,15-MAY-13 01.33.49.802000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 06.26.12.702000000 PM
1277569,1,"N",16,15-MAY-13 01.46.55.846000000 PM,"guestUser","JOYSPEZIALE",30-JAN-14 11.42.56.389000000 AM
1277572,1,"N",18,15-MAY-13 02.08.36.952000000 PM,"guestUser","ZOEASANDY",24-MAR-14 02.12.46.698000000 PM
1278325,26024,"N",12,24-NOV-13 05.14.26.128000000 PM,"PJHEID","PJHEID",19-DEC-13 09.32.13.247000000 AM
1276774,2,"N",7,10-APR-13 08.57.06.756000000 AM,"guestUser","JMLAGRO",01-OCT-13 09.05.15.321000000 AM
1276822,1,"N",16,12-APR-13 01.16.05.865000000 PM,"guestUser","JMLAGRO",07-APR-14 10.47.32.133000000 PM
1276822,3,"N",16,12-APR-13 01.16.05.865000000 PM,"guestUser","JMLAGRO",07-APR-14 10.47.32.133000000 PM
1276867,1,"N",28,17-APR-13 03.54.41.843000000 PM,"guestUser","JMLAGRO",10-OCT-13 02.47.15.149000000 PM
1276900,1,"Y",5,19-APR-13 10.52.01.636000000 AM,"guestUser","guestUser",19-APR-13 10.54.25.538000000 AM
1276900,5,"Y",5,19-APR-13 10.52.01.636000000 AM,"guestUser","guestUser",19-APR-13 10.54.25.538000000 AM
1276900,3,"Y",5,19-APR-13 10.52.01.637000000 AM,"guestUser","guestUser",19-APR-13 10.54.25.538000000 AM
1276900,7,"Y",5,19-APR-13 10.52.01.637000000 AM,"guestUser","guestUser",19-APR-13 10.54.25.538000000 AM
1276906,3,"N",12,19-APR-13 11.39.42.626000000 AM,"guestUser","JMLAGRO",15-APR-14 12.56.39.825000000 PM
1276997,1,"N",9,24-APR-13 11.19.09.674000000 AM,"guestUser","JMLAGRO",11-OCT-13 12.59.18.914000000 PM
1277076,1,"N",24,29-APR-13 11.13.42.643000000 AM,"guestUser","PJHEID",28-FEB-14 04.08.20.504000000 PM
1277113,1,"Y",30,01-MAY-13 09.46.11.465000000 AM,"guestUser","LISACAMPBELL",24-JAN-14 10.58.55.128000000 AM
1277136,2,"N",12,01-MAY-13 01.24.51.972000000 PM,"guestUser","PJHEID",06-NOV-13 08.23.48.799000000 AM
1277139,1,"N",14,01-MAY-13 02.27.54.739000000 PM,"guestUser","PJHEID",23-NOV-13 08.48.17.432000000 PM
1277144,1,"Y",24,01-MAY-13 03.39.08.739000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 11.10.15.773000000 AM
1277165,1,"N",16,02-MAY-13 09.09.42.390000000 AM,"guestUser","JUDITHSZEGEDI",18-MAR-14 04.43.00.363000000 PM
1277169,1,"N",17,02-MAY-13 09.46.17.167000000 AM,"guestUser","JMLAGRO",14-APR-14 02.29.07.226000000 PM
1277175,1,"N",15,02-MAY-13 10.43.39.511000000 AM,"guestUser","JOYSPEZIALE",24-JAN-14 06.33.14.725000000 PM
1277190,28,"Y",17,02-MAY-13 12.05.04.573000000 PM,"guestUser","PJHEID",02-JAN-14 03.55.23.863000000 PM
1277190,32,"Y",17,02-MAY-13 12.05.04.573000000 PM,"guestUser","PJHEID",02-JAN-14 03.55.23.863000000 PM
1277190,26,"Y",17,02-MAY-13 12.05.04.674000000 PM,"guestUser","PJHEID",02-JAN-14 03.55.23.863000000 PM
1277190,30,"Y",17,02-MAY-13 12.05.04.674000000 PM,"guestUser","PJHEID",02-JAN-14 03.55.23.863000000 PM
1277199,1,"Y",16,02-MAY-13 01.37.24.781000000 PM,"guestUser","ZOEASANDY",30-JAN-14 02.55.05.164000000 PM
1277288,1,"N",21,06-MAY-13 02.00.40.251000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 03.57.33.411000000 PM
1277298,1,"N",17,06-MAY-13 02.14.18.535000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 11.27.21.323000000 AM
1277299,1,"N",19,06-MAY-13 02.25.06.038000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 11.34.23.879000000 AM
1277302,1,"N",16,06-MAY-13 02.37.27.827000000 PM,"guestUser","JUDITHSZEGEDI",18-MAR-14 04.20.20.760000000 PM
1277319,1,"Y",13,07-MAY-13 09.24.36.033000000 AM,"guestUser","JMLAGRO",20-FEB-14 10.40.41.368000000 AM
1277322,1,"N",18,07-MAY-13 09.55.00.307000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 01.32.03.762000000 PM
1277327,12,"N",18,07-MAY-13 10.03.27.321000000 AM,"guestUser","PJHEID",07-NOV-13 05.17.11.458000000 PM
1277327,14,"N",18,07-MAY-13 10.03.27.322000000 AM,"guestUser","PJHEID",07-NOV-13 05.17.11.458000000 PM
1277326,1,"N",18,07-MAY-13 10.06.02.341000000 AM,"guestUser","ZOEASANDY",24-JAN-14 03.41.28.263000000 PM
1277328,1,"Y",6,07-MAY-13 10.19.08.465000000 AM,"guestUser","JMLAGRO",27-FEB-14 08.53.45.732000000 AM
1277330,2,"N",17,07-MAY-13 10.31.44.456000000 AM,"guestUser","JMLAGRO",09-JAN-14 08.55.47.910000000 AM
1277331,2,"N",16,07-MAY-13 10.45.51.732000000 AM,"guestUser","JMLAGRO",09-JAN-14 08.34.41.650000000 AM
1277336,1,"N",14,07-MAY-13 11.21.21.800000000 AM,"guestUser","JMLAGRO",27-FEB-14 01.32.57.549000000 PM
1277351,1,"N",17,08-MAY-13 09.22.42.186000000 AM,"guestUser","JOYSPEZIALE",18-MAR-14 03.15.44.858000000 PM
1277352,1,"N",26,08-MAY-13 09.32.25.672000000 AM,"guestUser","PAULASOLL",02-APR-14 10.43.26.248000000 AM
1277358,1,"N",18,08-MAY-13 10.34.19.551000000 AM,"guestUser","JMLAGRO",12-DEC-13 09.52.52.679000000 AM
1277358,3,"N",18,08-MAY-13 10.34.19.552000000 AM,"guestUser","JMLAGRO",12-DEC-13 09.52.52.679000000 AM
1277360,10,"N",11,08-MAY-13 10.46.12.919000000 AM,"guestUser","JMLAGRO",12-DEC-13 09.52.09.422000000 AM
1277360,8,"N",11,08-MAY-13 10.46.12.920000000 AM,"guestUser","JMLAGRO",12-DEC-13 09.52.09.423000000 AM
1277361,12,"N",12,08-MAY-13 10.50.25.754000000 AM,"guestUser","guestUser",08-MAY-13 10.51.08.907000000 AM
1277361,14,"N",12,08-MAY-13 10.50.25.754000000 AM,"guestUser","guestUser",08-MAY-13 10.51.08.907000000 AM
1277362,17,"N",15,08-MAY-13 10.55.19.652000000 AM,"guestUser","guestUser",08-MAY-13 10.56.21.696000000 AM
1277362,15,"N",15,08-MAY-13 10.55.19.653000000 AM,"guestUser","guestUser",08-MAY-13 10.56.21.696000000 AM
1277363,1,"Y",12,08-MAY-13 11.53.27.982000000 AM,"guestUser","JOYSPEZIALE",18-MAR-14 12.25.34.810000000 PM
1277368,1,"N",11,08-MAY-13 02.33.40.425000000 PM,"guestUser","JOYSPEZIALE",18-MAR-14 12.21.06.608000000 PM
1277369,1,"N",14,08-MAY-13 02.42.28.502000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 03.19.11.115000000 PM
1277370,1,"Y",17,08-MAY-13 02.53.51.408000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 03.03.56.093000000 PM
1277373,1,"N",17,08-MAY-13 03.04.27.279000000 PM,"guestUser","ZOEASANDY",05-FEB-14 03.57.01.354000000 PM
1277374,1,"Y",7,08-MAY-13 03.18.09.785000000 PM,"guestUser","JMLAGRO",15-APR-14 07.39.10.366000000 AM
1277375,1,"N",15,08-MAY-13 03.39.19.570000000 PM,"guestUser","JOYSPEZIALE",18-MAR-14 12.14.48.896000000 PM
1277376,1,"N",14,08-MAY-13 03.49.41.328000000 PM,"guestUser","JUDITHSZEGEDI",27-JAN-14 01.18.14.703000000 PM
1277385,1,"Y",10,09-MAY-13 10.13.09.395000000 AM,"guestUser","SHERSAYLER",22-APR-14 01.15.42.583000000 PM
1277389,1,"Y",17,09-MAY-13 10.43.49.607000000 AM,"guestUser","ZOEASANDY",08-APR-14 10.39.15.984000000 AM
1277395,1,"N",6,09-MAY-13 11.49.43.170000000 AM,"guestUser","SHERSAYLER",14-APR-14 04.03.31.151000000 PM
1277410,1,"Y",10,09-MAY-13 04.22.22.481000000 PM,"guestUser","ZOEASANDY",25-MAR-14 02.58.37.961000000 PM
1277425,1,"Y",21,10-MAY-13 09.36.15.966000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 12.20.17.321000000 PM
1277430,1,"N",18,10-MAY-13 10.32.53.368000000 AM,"guestUser","ZOEASANDY",24-MAR-14 11.04.34.179000000 AM
1277432,1,"Y",18,10-MAY-13 10.40.08.378000000 AM,"guestUser","ZOEASANDY",08-APR-14 10.45.24.809000000 AM
1277434,1,"N",18,10-MAY-13 10.54.35.774000000 AM,"guestUser","ZOEASANDY",24-MAR-14 11.15.15.187000000 AM
1277435,1,"Y",17,10-MAY-13 11.03.34.552000000 AM,"guestUser","ZOEASANDY",24-MAR-14 11.39.26.218000000 AM
1277439,1,"N",19,10-MAY-13 01.08.49.453000000 PM,"guestUser","LISACAMPBELL",24-JAN-14 12.14.28.553000000 PM
1277448,1,"Y",19,10-MAY-13 03.30.45.910000000 PM,"guestUser","ZOEASANDY",27-MAR-14 02.47.53.571000000 PM
1277479,1,"N",16,13-MAY-13 02.04.57.484000000 PM,"guestUser","PAULASOLL",20-MAR-14 11.00.59.698000000 PM
1277480,1,"N",19,13-MAY-13 02.13.29.532000000 PM,"guestUser","JOYSPEZIALE",24-FEB-14 07.31.04.349000000 PM
1277482,1,"N",18,13-MAY-13 02.28.57.692000000 PM,"guestUser","LISACAMPBELL",03-FEB-14 04.53.13.967000000 PM
1277484,1,"N",15,13-MAY-13 02.42.16.334000000 PM,"guestUser","PAULASOLL",20-MAR-14 10.55.00.359000000 PM
1277485,1,"N",4,13-MAY-13 02.52.00.717000000 PM,"guestUser","JMLAGRO",15-APR-14 07.33.22.393000000 AM
1277487,1,"N",14,13-MAY-13 02.57.19.438000000 PM,"guestUser","PJHEID",27-MAY-14 11.53.21.869000000 PM
1277488,1,"Y",15,13-MAY-13 03.04.10.416000000 PM,"guestUser","JOYSPEZIALE",27-JAN-14 11.45.16.023000000 AM
1277491,1,"N",12,13-MAY-13 03.24.12.450000000 PM,"guestUser","JOYSPEZIALE",14-APR-14 05.57.30.292000000 PM
1277492,1,"N",19,13-MAY-13 03.30.35.849000000 PM,"guestUser","JUDITHSZEGEDI",24-JAN-14 07.05.15.132000000 PM
1277494,1,"N",5,13-MAY-13 04.16.56.437000000 PM,"guestUser","JMLAGRO",15-APR-14 07.25.14.862000000 AM
1277495,1,"Y",18,14-MAY-13 08.26.06.233000000 AM,"guestUser","JUDITHSZEGEDI",24-JAN-14 07.25.59.182000000 PM
1277496,1,"N",10,14-MAY-13 08.44.24.761000000 AM,"guestUser","PJHEID",04-APR-14 12.54.24.369000000 PM
1277500,1,"N",16,14-MAY-13 09.09.05.127000000 AM,"guestUser","PJHEID",07-APR-14 12.56.01.239000000 PM
1277502,1,"Y",17,14-MAY-13 09.24.07.598000000 AM,"guestUser","JUDITHSZEGEDI",27-JAN-14 11.42.54.187000000 AM
