p_rpt_ln_cl_err_sk,p_cl_prov_id,p_cl_name,p_cl_clia_num,p_cl_exp_dt,p_cl_lab_type,p_cl_term_cd,p_cl_term_rsn,p_cl_expired_cd,p_cl_error_msg,p_cl_prcs_dt,l_hibernate_ver_num,g_aud_add_user_id,g_aud_add_ts
79661,1462024,Childrens Health Care,24D0401390,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79662,1459697,Trinity Medical Group,35D0409312,2028-01-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79663,1460049,Oakes Community Hospital,35D0408793,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79664,1464413,PSJ Acquisition LLC,35D0951705,2027-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79665,1455972,White Drug Enterprises Inc,24D1053628,2026-04-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79666,1457395,St Andrews Hospital,35D0408653,2027-01-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79667,1459041,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79668,1457484,Sanford Medical Center Fargo,35D0655616,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79669,1457597,Sanford Medical Center Fargo,35D0408232,2027-06-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79670,1457597,Sanford Medical Center Fargo,35D0655616,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79282,1454896,Mercy Hospital of Devils Lake,35D0408636,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79283,1454904,Christian Unity Hospital Corporation,35D0408575,2026-07-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79284,1454950,The Evangelical Lutheran Good Samaritan Society,35D0655648,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79285,1451420,Richland County,35D0685240,2027-06-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79286,1457699,St Marys Regional Health Center,24D0041325,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79287,1452107,Riverview Healthcare Association,24D0663948,2027-04-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79288,1462607,Mercy Hospital of Devils Lake,35D0408636,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79289,1452991,Hazen Memorial Hospital Association,35D0408977,2027-01-10,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79290,1454666,Rolette County Public Health District,35D0990050,2027-08-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79291,1455294,Pathology Consultants PC,35D2002387,2026-10-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79292,1455700,Tioga Medical Center,35D0409329,2027-03-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79293,1456933,Benedictine Living Communities Bismarck Inc,35D2005925,2026-04-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79294,1458331,Parkside Home,35D0684528,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79295,1458530,Ashley Medical Center,35D0669946,2027-03-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79296,1459013,Mountrail County Medical Center Inc,35D0409270,2027-03-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79297,1459048,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79298,1455433,Sisters of Mary of the Presentation Long Term Care,35D0698533,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79299,1458864,Innovis Health LLC,35D0978097,2027-05-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79300,1459002,University of North Dakota,35D0408878,2028-01-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79301,1460047,Oakes Community Hospital,35D0408793,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79302,1459697,Trinity Medical Group,35D0865320,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79303,1459697,Trinity Medical Group,35D1011014,2027-03-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79304,1459945,St Marys Regional Health Center,24D0041325,2027-01-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79305,1459049,West River Health Services,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79306,1464334,Jacobson Memorial Hospital Care Center,35D0869325,2027-08-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79307,1459125,Trinity Hospitals,35D0966668,2027-10-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79308,1458428,Altru Health System,24D2060080,2027-03-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79309,1458365,Mayo Clinic Hospital Rochester,24D0404292,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79310,1463084,John B Andelin MD PC,35D0409305,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79311,1457728,St Lukes Hospital,35D0409233,2026-06-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79312,1464752,GeneDX LLC,21D0969951,2026-12-09,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79313,1456780,St Alexius Medical Center,35D0408924,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79314,1455437,Sisters of Mary of the Presentation Long Term Care,35D0687941,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79315,1459004,St Andrews Hospital,35D0408653,2027-01-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79316,1461643,Emmons District Health Unit,35D0677358,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79317,1460648,Altru Health System,35D0408497,2027-01-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79318,1460992,Stellar Healthcare LTD,35D2022940,2027-04-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79319,1459061,Trinity Kenmare Hospital,35D0409242,2027-02-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79320,1465215,Bismarck Surgical Associates LLC,35D1037915,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79321,1476323,Sanford Clinic,43D0906417,2026-09-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79322,1473749,Sanford Health Network North,35D0667840,2026-09-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79323,1472778,Shriners Hospitals for Children,36D0346560,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79324,1477977,Lake Region Lutheran Home Inc,35D2258277,2026-04-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79325,1468008,Sanford Medical Center,43D0891782,2026-11-05,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79326,1469636,Four Seasons Wellness PLLC,35D2123268,2026-12-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79327,1473752,Sanford Health Network North,24D2083249,2026-09-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79328,1472618,BioReference Health LLC,31D0652945,2027-11-06,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79329,1473553,Sanford Health Network North,24D0406383,2028-06-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79330,1462417,West River Health Serivces,35D0655705,2026-04-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79331,1484981,St Andrews Hospital,35D0408653,2027-01-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79332,1494146,Innovative Scientific Solutions LLC,42D2120659,2026-12-03,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79333,1494846,Innovative Health,35D2276807,2027-08-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79334,1494168,Sanford Medical Center Fargo,35D0655617,2026-10-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79335,1490549,Precision Life Sciences LLC,25D2230030,2026-03-15,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79336,1493971,Caris MPI Inc,03D2210981,2027-11-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79337,1494933,Edgewood Lakewood Mandan LLC,35D2316987,2027-01-15,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79338,1493167,Independent Clinical Laboratories Inc,10D0699501,2026-07-26,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79339,1495206,Naveris Inc,34D2268160,2026-06-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79340,1497492,Veracyte Inc,05D2014120,2027-04-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79341,1498042,Genomic Health Inc,03D2048606,2027-06-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79342,1497834,Good Samaritan Medical Center LLC,06D1028766,2027-05-11,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79343,1498527,Harrison Medical Center,50D1102230,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79344,1498181,Manatee Memorial Hospital LP,10D0025879,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79345,1454963,Mercy Medical Center,35D0409305,2027-08-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79346,1452279,PR Health Corporation,35D0408612,2027-04-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79347,1451501,Sanford Medical Center,43D0407227,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79348,1451096,Assurex Health Inc,36D1101772,2027-06-19,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79349,1457868,Southwest Healthcare Services,35D0409088,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79350,1454290,Sisters of Mary of the Presentation Long Term Care,35D0408455,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79351,1453929,Vibra Hospital of Fargo LLC,35D0994257,2027-12-09,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79352,1454787,Riverview Healthcare Association,24D0663948,2027-04-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79353,1455025,Cooperstown Medical Center,35D0408762,2027-02-01,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79354,1454648,Ashley Medical Center,35D0669946,2027-03-22,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79355,1456890,Presentation Medical Center,35D0041821,2027-03-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79356,1463222,Mercy Hospital,35D0041727,2027-11-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79357,1460670,Trinity Hospitals,35D0409222,2026-10-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79358,1455160,Rolette Community Care Center Inc,35D0408690,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79359,1461839,Valley Homes and Services,35D0914396,2026-04-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79360,1459697,Trinity Medical Group,35D0914977,2027-12-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79361,1459697,Trinity Medical Group,35D0966668,2027-10-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79362,1458665,Fairview Health Services,24D0403520,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79363,1457397,St Andrews Hospital,35D0408653,2027-01-07,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79364,1456048,Sanford Bismarck,35D0655677,2027-02-08,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79365,1456667,Mountrail Bethel Home Inc,35D0919381,2026-09-05,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79366,1463373,Lisbon Area Health Services,35D0408215,2026-08-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79367,1459093,St Alexius Medical Center,35D0409014,2027-05-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79368,1456250,Douglas County Hospital,24D0405866,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79369,1456317,Altru Health System,24D0406672,2026-11-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79370,1457597,Sanford Medical Center Fargo,35D0694241,2027-05-28,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79371,1460377,St Alexius Medical Center,35D1037915,2027-06-29,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79372,1464057,Lisbon Area Health Services,35D0408215,2026-08-04,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79373,1459406,Rachel C Ness MD PLLC,35D1083929,2026-05-12,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79374,1457710,St Lukes Hospital,35D0409236,2027-03-16,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79375,1463760,Bakotic Pathology Associates LLC,11D1077435,2026-12-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79376,1457920,Garrison Memorial Hospital,35D0408969,2027-05-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79377,1463656,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79378,1460630,Trinity Hospitals,35D0409222,2026-10-14,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79379,1456493,Nelson County Health System,35D0655641,2027-01-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79380,1459885,Mountrail County Medical Center Inc,35D0409270,2027-03-17,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79381,1467399,University Medical Center of Southern Nevada,29D0538294,2027-04-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79382,1476748,Avera McKennan,43D0406819,2026-06-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79383,1477797,Three Affiliated Tribes Central Finance,35D2156589,2026-10-21,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79384,1477837,PSJ Acquistion LLC,35D2083008,2026-08-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79385,1473748,Sanford Health Network North,35D0667840,2026-09-25,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79386,1486894,ImmunoGenomics LLC,45D2187903,2027-06-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79387,1461564,Allina Health System,24D0405070,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79388,1480836,Glendive Medical Center Inc,27D0672851,2027-05-18,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79389,1488015,Sanford Medical Center Fargo,35D0408191,2026-08-31,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79390,1463287,St Marys Duluth Clinic Health System Lab,24D0404052,2027-01-02,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79391,1493851,HENRIQUE FERNANDEZ,35D0408924,2027-02-27,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79392,1496322,West Fargo Ops LLC,35D2124755,2027-01-24,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79393,1495314,Advanta Genetics LLC,45D2063134,2026-09-30,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
79394,1495533,Serviam Diagnostics Lab LLC,14D2292053,2027-01-20,,,,,ND-MSG-02-8368-CLIA-IN HE NOT ON FILE,2026-03-10,0,B-IF-CLIA-MNLY_1811166.00,2026-03-10 23:00:17.616080
