p_sys_id,p_appl_stat_sk,p_appl_stat_cd,p_appl_stat_dt,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1277040,213319,V,2013-04-25,0,guestUser,2013-04-25 16:29:17.719000,guestUser,2013-04-25 16:29:17.719000
1277040,213320,PN,2013-04-25,0,guestUser,2013-04-25 16:29:17.726000,guestUser,2013-04-25 16:29:17.726000
1277041,213321,IW,2013-04-25,0,guestUser,2013-04-25 16:45:23.097000,guestUser,2013-04-25 16:45:23.097000
1277041,213322,V,2013-04-25,0,guestUser,2013-04-25 16:45:23.252000,guestUser,2013-04-25 16:45:23.252000
1277041,213323,PN,2013-04-25,0,guestUser,2013-04-25 16:45:23.257000,guestUser,2013-04-25 16:45:23.257000
1277042,213324,IW,2013-04-26,0,guestUser,2013-04-26 09:44:58.337000,guestUser,2013-04-26 09:44:58.337000
1277043,213325,IW,2013-04-26,0,guestUser,2013-04-26 10:18:40.017000,guestUser,2013-04-26 10:18:40.017000
1277044,213326,IW,2013-04-26,0,guestUser,2013-04-26 10:29:29.482000,guestUser,2013-04-26 10:29:29.482000
1277045,213327,IW,2013-04-26,0,guestUser,2013-04-26 10:45:14.044000,guestUser,2013-04-26 10:45:14.044000
1277046,213328,IW,2013-04-26,0,guestUser,2013-04-26 10:46:56.209000,guestUser,2013-04-26 10:46:56.209000
1277044,213329,V,2013-04-26,0,guestUser,2013-04-26 10:50:06.269000,guestUser,2013-04-26 10:50:06.269000
1277044,213330,PN,2013-04-26,0,guestUser,2013-04-26 10:50:06.279000,guestUser,2013-04-26 10:50:06.279000
1277047,213331,IW,2013-04-26,0,guestUser,2013-04-26 11:04:53.641000,guestUser,2013-04-26 11:04:53.641000
1277048,213332,IW,2013-04-26,0,guestUser,2013-04-26 11:10:18.607000,guestUser,2013-04-26 11:10:18.607000
1276791,213333,V,2013-04-26,0,guestUser,2013-04-26 11:27:35.296000,guestUser,2013-04-26 11:27:35.296000
1276791,213334,PN,2013-04-26,0,guestUser,2013-04-26 11:27:35.303000,guestUser,2013-04-26 11:27:35.303000
1277049,213335,IW,2013-04-26,0,guestUser,2013-04-26 11:40:15.443000,guestUser,2013-04-26 11:40:15.443000
1277049,213337,V,2013-04-26,0,guestUser,2013-04-26 12:01:46.615000,guestUser,2013-04-26 12:01:46.615000
1277049,213338,PN,2013-04-26,0,guestUser,2013-04-26 12:01:46.623000,guestUser,2013-04-26 12:01:46.623000
1277050,213339,V,2013-04-26,0,guestUser,2013-04-26 12:12:31.309000,guestUser,2013-04-26 12:12:31.309000
1277050,213340,PN,2013-04-26,0,guestUser,2013-04-26 12:12:31.317000,guestUser,2013-04-26 12:12:31.317000
1277051,213341,IW,2013-04-26,0,guestUser,2013-04-26 12:30:18.023000,guestUser,2013-04-26 12:30:18.023000
1276951,213342,V,2013-04-26,0,guestUser,2013-04-26 12:32:36.171000,guestUser,2013-04-26 12:32:36.171000
1276951,213343,IP,2013-05-30,11,guestUser,2013-05-30 15:19:11.526000,guestUser,2013-04-26 12:32:36.171000
1277052,213344,IW,2013-04-26,0,guestUser,2013-04-26 12:40:08.108000,guestUser,2013-04-26 12:40:08.108000
1277053,213346,V,2013-04-26,0,guestUser,2013-04-26 13:09:53.011000,guestUser,2013-04-26 13:09:53.011000
1277053,213347,PN,2013-04-26,0,guestUser,2013-04-26 13:09:53.020000,guestUser,2013-04-26 13:09:53.020000
1277054,213348,IW,2013-04-26,0,guestUser,2013-04-26 13:13:41.890000,guestUser,2013-04-26 13:13:41.890000
1277054,213349,V,2013-04-26,0,guestUser,2013-04-26 13:16:25.185000,guestUser,2013-04-26 13:16:25.185000
1277054,213350,PN,2013-04-26,0,guestUser,2013-04-26 13:16:25.195000,guestUser,2013-04-26 13:16:25.195000
1276907,213351,V,2013-04-26,0,guestUser,2013-04-26 13:22:21.416000,guestUser,2013-04-26 13:22:21.416000
1276907,213352,PN,2013-04-26,0,guestUser,2013-04-26 13:22:21.421000,guestUser,2013-04-26 13:22:21.421000
1277046,213353,V,2013-04-26,0,guestUser,2013-04-26 13:22:21.425000,guestUser,2013-04-26 13:22:21.425000
1277046,213354,PN,2013-04-26,0,guestUser,2013-04-26 13:22:21.429000,guestUser,2013-04-26 13:22:21.429000
1277055,213355,IW,2013-04-26,0,guestUser,2013-04-26 13:23:40.783000,guestUser,2013-04-26 13:23:40.783000
1277064,213369,V,2013-04-26,0,guestUser,2013-04-26 15:21:20.283000,guestUser,2013-04-26 15:21:20.283000
1277064,213370,PN,2013-04-26,0,guestUser,2013-04-26 15:21:20.288000,guestUser,2013-04-26 15:21:20.288000
1277066,213374,IW,2013-04-26,0,guestUser,2013-04-26 16:33:59.960000,guestUser,2013-04-26 16:33:59.960000
1277067,213377,IW,2013-04-26,0,guestUser,2013-04-26 17:00:38.134000,guestUser,2013-04-26 17:00:38.134000
1277011,213378,V,2013-04-28,0,guestUser,2013-04-28 08:44:50.248000,guestUser,2013-04-28 08:44:50.248000
1277011,213379,PN,2013-04-28,0,guestUser,2013-04-28 08:44:50.260000,guestUser,2013-04-28 08:44:50.260000
1277070,213384,IW,2013-04-29,0,guestUser,2013-04-29 09:15:23.066000,guestUser,2013-04-29 09:15:23.066000
1277071,213385,IW,2013-04-29,0,guestUser,2013-04-29 09:40:32.804000,guestUser,2013-04-29 09:40:32.804000
1277030,213386,V,2013-04-29,0,guestUser,2013-04-29 09:49:55.983000,guestUser,2013-04-29 09:49:55.983000
1277030,213387,PN,2013-04-29,0,guestUser,2013-04-29 09:49:55.988000,guestUser,2013-04-29 09:49:55.988000
1277069,213388,V,2013-04-29,0,guestUser,2013-04-29 10:10:37.746000,guestUser,2013-04-29 10:10:37.746000
1277069,213389,PN,2013-04-29,0,guestUser,2013-04-29 10:10:37.750000,guestUser,2013-04-29 10:10:37.750000
