p_sys_id,p_ty_sk,p_ty_cd,l_hibernate_ver_num,g_aud_user_id,g_aud_ts,g_aud_add_user_id,g_aud_add_ts
1204622,1030010,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1289376,1252580,022,13,ZULEIMARUIZ,2014-07-24 10:07:55.253000,guestUser,2014-07-08 11:52:00.945000
1204624,1030012,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204625,1030013,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204626,1030014,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204627,1030015,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204628,1030016,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1289379,1252597,022,6,SHERSAYLER,2014-07-24 08:46:13.696000,guestUser,2014-07-08 12:14:47.767000
1204630,1030018,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204633,1030021,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204634,1030022,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204635,1030023,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204636,1030024,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204639,1030027,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204640,1030028,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204641,1030029,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204642,1030030,048,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204208,1029758,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1157621,1252586,020,8,PJHEID,2015-02-25 13:18:21.472000,DOMINICKNGANTOU,2014-07-08 12:03:43.502000
1204210,1029760,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204211,1029761,010,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204212,1029762,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204215,1029765,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204216,1029766,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204217,1029767,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1164509,1252617,020,7,MMANYGUNS,2015-06-24 10:03:52.933000,ZULEIMARUIZ,2014-07-08 12:42:37.882000
1204220,1029770,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204221,1029771,020,4,PJHEID,2015-05-06 16:32:58.282000,Provider Conversion,2013-03-29 08:22:59.000000
1190776,1252646,034,7,JMLAGRO,2015-07-07 09:54:16.571000,JMLAGRO,2014-07-08 13:09:15.099000
1000684,1252643,020,4,DANIELLAESTRELLA,2015-06-29 08:47:03.452000,IFRANKHAN,2014-07-08 13:06:57.259000
1204225,1029774,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1289384,1252636,022,10,MAURICIOPENERAND,2014-07-09 17:56:42.418000,guestUser,2014-07-08 12:59:45.201000
1004239,1252633,036,1,MMANYGUNS,2015-04-08 13:16:59.117000,NAKARRIABELL,2014-07-08 13:00:53.066000
1001618,1252639,020,3,KWOODALL,2014-08-22 10:28:59.319000,DANIELLAESTRELLA,2014-07-08 13:04:54.819000
1289385,1252652,022,25,MMANYGUNS,2015-05-21 14:17:45.095000,guestUser,2014-07-08 13:08:28.699000
1204233,1029782,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204237,1029786,029,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204238,1029787,026,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
1204239,1029788,020,0,Provider Conversion,2013-03-29 08:22:59.000000,Provider Conversion,2013-03-29 08:22:59.000000
