R_FUNC_AREA_CD,R_LIST_NUM,R_LIST_DTL_SK,R_LOB_CD,R_LIST_BEG_DT,R_LIST_BEG_VALUE,R_VOID_DT,R_LIST_END_DT,R_LIST_END_VALUE,R_LIST_SORT_NUM,L_HIBERNATE_VER_NUM,G_AUD_USER_ID,G_AUD_TS,G_AUD_ADD_USER_ID,G_AUD_ADD_TS
P1,266,50085022,MED,01-JAN-23,SPG0156TTUJ,,31-DEC-99,SPG0156TTUJ,,0,NH TCR-E05-11882-20240905,05-SEP-24 02.46.13.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.13.000000000 PM
P1,266,50085023,MED,01-JAN-23,SPS9123UF,,31-DEC-99,SPS9123UF,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.10.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.13.000000000 PM
P1,266,50085024,MED,01-JAN-23,SPS9123UG,,31-DEC-99,SPS9123UG,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.10.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.14.000000000 PM
P1,266,50085025,MED,01-JAN-23,SPS9123UH,,31-DEC-99,SPS9123UH,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.14.000000000 PM
P1,266,50085026,MED,01-JAN-23,SPS9123UJ,,31-DEC-99,SPS9123UJ,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.14.000000000 PM
P1,266,50085027,MED,01-JAN-23,SPS9123U1UF,,31-DEC-99,SPS9123U1UF,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.15.000000000 PM
P1,266,50085028,MED,01-JAN-23,SPS9123U1UG,,31-DEC-99,SPS9123U1UG,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.15.000000000 PM
P1,266,50085029,MED,04-SEP-24,SPS9123U1UHF,13-SEP-24,31-DEC-99,SPS9123U1UH,,1,SPRATT01,13-SEP-24 07.02.30.611000000 AM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.15.000000000 PM
P1,266,50085030,MED,01-JAN-23,SPS9123U1UJ,,31-DEC-99,SPS9123U1UJ,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.15.000000000 PM
P1,266,50085031,MED,01-JAN-23,SPS9123U4UF,,31-DEC-99,SPS9123U4UF,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.15.000000000 PM
P1,266,50085032,MED,01-JAN-23,SPS9123U4UG,,31-DEC-99,SPS9123U4UG,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.16.000000000 PM
P1,266,50085033,MED,01-JAN-23,SPS9123U4UH,,31-DEC-99,SPS9123U4UH,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.16.000000000 PM
P1,266,50085034,MED,01-JAN-23,SPS9123U4UJ,,31-DEC-99,SPS9123U4UJ,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.16.000000000 PM
P1,266,50085035,MED,01-JAN-23,SPS9124UF,,31-DEC-99,SPS9124UF,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.16.000000000 PM
P1,266,50085036,MED,01-JAN-23,SPS9124UG,,31-DEC-99,SPS9124UG,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.17.000000000 PM
P1,266,50085037,MED,01-JAN-23,SPS9124UH,,31-DEC-99,SPS9124UH,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.18.000000000 PM
P1,266,50085038,MED,01-JAN-23,SPS9124UJ,,31-DEC-99,SPS9124UJ,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.18.000000000 PM
P1,266,50085039,MED,01-JAN-23,SPS9124U1UF,,31-DEC-99,SPS9124U1UF,,0,NH TCR-E05-11882-20240905-V2,12-SEP-24 02.17.11.000000000 PM,NH TCR-E05-11882-20240905,05-SEP-24 02.46.18.000000000 PM
P1,264,50082062,MED,01-JAN-23,SP97166,,31-DEC-99,SP97166,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,264,50082063,MED,01-JAN-23,SP97167,,31-DEC-99,SP97167,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082064,MED,01-JAN-23,CFIG0156HCU1,,31-DEC-99,CFIG0156HCU1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082065,MED,01-JAN-23,CFIG0156HCU3,,31-DEC-99,CFIG0156HCU3,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082066,MED,01-JAN-23,CFIT1005HC,,31-DEC-99,CFIT1005HC,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082067,MED,01-JAN-23,CFIT1005HCU2,,31-DEC-99,CFIT1005HCU2,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082068,MED,01-JAN-23,CFIT1005HCU1,,31-DEC-99,CFIT1005HCU1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082069,MED,01-JAN-23,CFIT1019HCU1,,31-DEC-99,CFIT1019HCU1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082070,MED,01-JAN-23,CFIT1019HCU2,,31-DEC-99,CFIT1019HCU2,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082071,MED,01-JAN-23,CFIT1019HCU3,,31-DEC-99,CFIT1019HCU3,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082072,MED,01-JAN-23,CFIT1019HCU4,,31-DEC-99,CFIT1019HCU4,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082073,MED,01-JAN-23,CFIT1021HC,,31-DEC-99,CFIT1021HC,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082074,MED,01-JAN-23,CFIT1030HC,,31-DEC-99,CFIT1030HC,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,265,50082075,MED,01-JAN-23,CFIT1030HCU1,,31-DEC-99,CFIT1030HCU1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,266,50082076,MED,01-JAN-23,SPG0151,,31-DEC-99,SPG0151,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.47.000000000 PM
P1,266,50082077,MED,01-JAN-23,SPG0152,,31-DEC-99,SPG0152,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082078,MED,01-JAN-23,SPG0153,,31-DEC-99,SPG0153,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082079,MED,01-JAN-23,SPG0156,,31-DEC-99,SPG0156,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082080,MED,01-JAN-23,SPS9123,,31-DEC-99,SPS9123,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082081,MED,01-JAN-23,SPS9123U1,,31-DEC-99,SPS9123U1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082082,MED,01-JAN-23,SPS9123U4,,31-DEC-99,SPS9123U4,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082083,MED,01-JAN-23,SPS9124,,31-DEC-99,SPS9124,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082084,MED,01-JAN-23,SPS9124U1,,31-DEC-99,SPS9124U1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082085,MED,01-JAN-23,SPS9124U4,,31-DEC-99,SPS9124U4,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082086,MED,01-JAN-23,SPT1021,,31-DEC-99,SPT1021,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082087,MED,01-JAN-23,SPT1030,,31-DEC-99,SPT1030,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082088,MED,01-JAN-23,SP92507,,31-DEC-99,SP92507,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082089,MED,01-JAN-23,SP92508,,31-DEC-99,SP92508,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082090,MED,01-JAN-23,SP92521,,31-DEC-99,SP92521,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082091,MED,01-JAN-23,SP92523,,31-DEC-99,SP92523,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082092,MED,01-JAN-23,SP97110,,31-DEC-99,SP97110,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082093,MED,01-JAN-23,SP97161,,31-DEC-99,SP97161,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082094,MED,01-JAN-23,SP97162,,31-DEC-99,SP97162,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082095,MED,01-JAN-23,SP97163,,31-DEC-99,SP97163,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082096,MED,01-JAN-23,SP97165,,31-DEC-99,SP97165,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082097,MED,01-JAN-23,SP97166,,31-DEC-99,SP97166,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082098,MED,01-JAN-23,SP97167,,31-DEC-99,SP97167,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082099,MED,01-JAN-23,SP99501,,31-DEC-99,SP99501,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082100,MED,01-JAN-23,SP99502,,31-DEC-99,SP99502,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,266,50082101,MED,01-JAN-23,SPG0156TT,,31-DEC-99,SPG0156TT,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,267,50082102,MED,01-JAN-23,SPT1019,,31-DEC-99,SPT1019,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,267,50082103,MED,01-JAN-23,SPT1019U1,,31-DEC-99,SPT1019U1,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,267,50082104,MED,01-JAN-23,SPT1019TT,,31-DEC-99,SPT1019TT,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082105,MED,01-JAN-23,SPG0151,,31-DEC-99,SPG0151,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082106,MED,01-JAN-23,SP97110,,31-DEC-99,SP97110,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082107,MED,01-JAN-23,SP97161,,31-DEC-99,SP97161,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082108,MED,01-JAN-23,SP97162,,31-DEC-99,SP97162,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082109,MED,01-JAN-23,SP97163,,31-DEC-99,SP97163,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,268,50082110,MED,01-JAN-23,SP97530,,31-DEC-99,SP97530,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,269,50082111,MED,01-JAN-23,SPG0153,,31-DEC-99,SPG0153,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.48.000000000 PM
P1,269,50082112,MED,01-JAN-23,SP92507,,31-DEC-99,SP92507,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,269,50082113,MED,01-JAN-23,SP92508,,31-DEC-99,SP92508,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,269,50082114,MED,01-JAN-23,SP92521,,31-DEC-99,SP92521,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,269,50082115,MED,01-JAN-23,SP92523,,31-DEC-99,SP92523,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,1448,50084044,MED,01-JAN-64,034,,31-DEC-99,034,,0,MHOLLIS05,21-MAR-24 10.33.39.228000000 AM,MHOLLIS05,21-MAR-24 10.33.39.228000000 AM
P1,1448,50084048,MED,01-JAN-64,240,,31-DEC-99,240,,0,MHOLLIS05,21-MAR-24 10.33.39.236000000 AM,MHOLLIS05,21-MAR-24 10.33.39.236000000 AM
P1,1448,50084047,MED,01-JAN-64,022,,31-DEC-99,022,,0,MHOLLIS05,21-MAR-24 10.33.39.237000000 AM,MHOLLIS05,21-MAR-24 10.33.39.237000000 AM
P1,1448,50084043,MED,01-JAN-64,020,,31-DEC-99,020,,0,MHOLLIS05,21-MAR-24 10.33.39.241000000 AM,MHOLLIS05,21-MAR-24 10.33.39.241000000 AM
P1,1448,50084042,MED,01-JAN-64,033,,31-DEC-99,033,,0,MHOLLIS05,21-MAR-24 10.33.39.242000000 AM,MHOLLIS05,21-MAR-24 10.33.39.242000000 AM
P1,1448,50084046,MED,01-JAN-64,035,,31-DEC-99,035,,0,MHOLLIS05,21-MAR-24 10.33.39.247000000 AM,MHOLLIS05,21-MAR-24 10.33.39.247000000 AM
P1,1448,50084041,MED,01-JAN-64,220,,31-DEC-99,220,,0,MHOLLIS05,21-MAR-24 10.33.39.252000000 AM,MHOLLIS05,21-MAR-24 10.33.39.252000000 AM
P1,1448,50084080,MED,01-JAN-64,036,,31-DEC-99,036,,0,MHOLLIS05,21-MAR-24 10.33.39.257000000 AM,MHOLLIS05,21-MAR-24 10.33.39.257000000 AM
P1,1448,50084079,MED,01-JAN-64,243,,31-DEC-99,243,,0,MHOLLIS05,21-MAR-24 10.33.39.258000000 AM,MHOLLIS05,21-MAR-24 10.33.39.258000000 AM
P1,1448,50084045,MED,01-JAN-64,043,,31-DEC-99,043,,0,MHOLLIS05,21-MAR-24 10.33.39.259000000 AM,MHOLLIS05,21-MAR-24 10.33.39.259000000 AM
P1,1448,50083958,MED,01-JAN-64,093,,31-DEC-99,093,,0,MHOLLIS05,21-MAR-24 10.12.05.103000000 AM,MHOLLIS05,21-MAR-24 10.12.05.103000000 AM
P1,1448,50084030,MED,01-JAN-64,082,,31-DEC-99,082,,0,MHOLLIS05,21-MAR-24 10.12.05.104000000 AM,MHOLLIS05,21-MAR-24 10.12.05.104000000 AM
P1,1448,50084029,MED,01-JAN-64,083,,31-DEC-99,083,,0,MHOLLIS05,21-MAR-24 10.12.05.104000000 AM,MHOLLIS05,21-MAR-24 10.12.05.104000000 AM
P1,1448,50084034,MED,01-JAN-64,084,,31-DEC-99,084,,0,MHOLLIS05,21-MAR-24 10.12.05.107000000 AM,MHOLLIS05,21-MAR-24 10.12.05.107000000 AM
P1,1448,50083957,MED,01-JAN-64,086,,31-DEC-99,086,,0,MHOLLIS05,21-MAR-24 10.12.05.108000000 AM,MHOLLIS05,21-MAR-24 10.12.05.108000000 AM
P1,1448,50084033,MED,01-JAN-64,094,,31-DEC-99,094,,0,MHOLLIS05,21-MAR-24 10.12.05.112000000 AM,MHOLLIS05,21-MAR-24 10.12.05.112000000 AM
P1,1448,50083956,MED,01-JAN-64,087,,31-DEC-99,087,,0,MHOLLIS05,21-MAR-24 10.12.05.113000000 AM,MHOLLIS05,21-MAR-24 10.12.05.113000000 AM
P1,1448,50084032,MED,01-JAN-64,090,,31-DEC-99,090,,0,MHOLLIS05,21-MAR-24 10.12.05.116000000 AM,MHOLLIS05,21-MAR-24 10.12.05.116000000 AM
P1,1448,50084031,MED,01-JAN-64,085,,31-DEC-99,085,,0,MHOLLIS05,21-MAR-24 10.12.05.116000000 AM,MHOLLIS05,21-MAR-24 10.12.05.116000000 AM
P1,1448,50084040,MED,01-JAN-64,099,,31-DEC-99,099,,0,MHOLLIS05,21-MAR-24 10.18.20.350000000 AM,MHOLLIS05,21-MAR-24 10.18.20.350000000 AM
P1,1448,50084039,MED,01-JAN-64,097,,31-DEC-99,097,,0,MHOLLIS05,21-MAR-24 10.18.20.350000000 AM,MHOLLIS05,21-MAR-24 10.18.20.350000000 AM
P1,1448,50084015,MED,01-JAN-64,120,,31-DEC-99,120,,0,MHOLLIS05,21-MAR-24 10.18.20.351000000 AM,MHOLLIS05,21-MAR-24 10.18.20.351000000 AM
P1,1448,50084018,MED,01-JAN-64,098,,31-DEC-99,098,,0,MHOLLIS05,21-MAR-24 10.18.20.356000000 AM,MHOLLIS05,21-MAR-24 10.18.20.356000000 AM
P1,1448,50084017,MED,01-JAN-64,096,,31-DEC-99,096,,0,MHOLLIS05,21-MAR-24 10.18.20.361000000 AM,MHOLLIS05,21-MAR-24 10.18.20.361000000 AM
P1,1448,50084016,MED,01-JAN-64,201,,31-DEC-99,201,,0,MHOLLIS05,21-MAR-24 10.18.20.366000000 AM,MHOLLIS05,21-MAR-24 10.18.20.366000000 AM
P1,1455,50084282,MED,13-JUL-23,RA,,31-DEC-99,RA,,0,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM
P1,1455,50084283,MED,13-JUL-23,RF,,31-DEC-99,RF,,0,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM
P1,1455,50084284,MED,13-JUL-23,RX,,31-DEC-99,RX,,0,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM,TCR-E05-11580,21-APR-24 12.34.40.000000000 AM
P1,1456,50084471,MED,01-JAN-13,SCN,,31-DEC-99,SCN,,0,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM
P1,250,50084469,MED,01-NOV-22,233,,31-DEC-99,233,,0,TCR-E05-11730,30-JUN-24 02.21.06.000000000 AM,TCR-E05-11730,30-JUN-24 02.21.06.000000000 AM
P1,1456,50084470,MED,01-JAN-13,SCE,,31-DEC-99,SCE,,0,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM
P1,1457,50084472,MED,01-JAN-24,024,,31-DEC-99,024,,0,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM
P1,1458,50084473,MED,01-JAN-24,M,,31-DEC-99,M,,0,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM,NH TCR-E05-11718-20240624,30-JUN-24 02.23.14.000000000 AM
P1,1062,50077639,MED,01-JUL-22,242,,31-DEC-99,242,,0,SPRATT01,08-DEC-22 09.16.16.450000000 AM,SPRATT01,08-DEC-22 09.16.16.450000000 AM
P1,270,50082116,MED,01-JAN-23,SPG0152,,31-DEC-99,SPG0152,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,270,50082117,MED,01-JAN-23,SP97165,,31-DEC-99,SP97165,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,270,50082118,MED,01-JAN-23,SP97166,,31-DEC-99,SP97166,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,270,50082119,MED,01-JAN-23,SP97167,,31-DEC-99,SP97167,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,270,50082120,MED,01-JAN-23,SP97530,,31-DEC-99,SP97530,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082121,MED,01-JAN-23,SPG0151,,31-DEC-99,SPG0151,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082122,MED,01-JAN-23,SPG0152,,31-DEC-99,SPG0152,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082123,MED,01-JAN-23,SPG0153,,31-DEC-99,SPG0153,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082124,MED,01-JAN-23,SP92507,,31-DEC-99,SP92507,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082125,MED,01-JAN-23,SP92508,,31-DEC-99,SP92508,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082126,MED,01-JAN-23,SP92521,,31-DEC-99,SP92521,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082127,MED,01-JAN-23,SP92523,,31-DEC-99,SP92523,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082128,MED,01-JAN-23,SP97110,,31-DEC-99,SP97110,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
P1,271,50082129,MED,01-JAN-23,SP97161,,31-DEC-99,SP97161,,0,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM,NH TCR-E05-11015-20230829,14-SEP-23 02.39.49.000000000 PM
