R_FUNC_AREA_CD,R_LIST_NUM,R_LIST_DESC,R_LIST_TY_CD,R_LIST_BUSN_NAM,G_NOTE_SET_SK,R_DOMAIN_NAM,L_HIBERNATE_VER_NUM,G_AUD_USER_ID,G_AUD_TS,G_AUD_ADD_USER_ID,G_AUD_ADD_TS
P1,1150,P_QSTNR_REL_CD,UIS,P_QSTNR_REL_CD,,P_QSTNR_REL_CD,0,TCR-E05-4781-CR9394,23-APR-17 04.09.19.000000000 AM,TCR-E05-4781-CR9394,23-APR-17 04.09.19.000000000 AM
P1,1151,P_QSTNR_REL_CD,UIS,P_QSTNR_REL_CD,,P_QSTNR_REL_CD,0,TCR-E05-4781-CR9394,23-APR-17 04.09.19.000000000 AM,TCR-E05-4781-CR9394,23-APR-17 04.09.19.000000000 AM
P1,1161,P_RISK_LVL_ASGN_CD,UIS,P_RISK_LVL_ASGN_CD,,P_RISK_LVL_ASGN_CD,0,TCR-E05-4835-CR9434,04-JUN-17 01.54.34.000000000 AM,TCR-E05-4835-CR9434,04-JUN-17 01.54.34.000000000 AM
P1,123,"Prv Typ req MLDAC Individual 
",PRC,Prv Typ req MLDAC Individual ,50278900,P_TY_CD,0,PSMITHSU05,02-DEC-14 06.50.24.963000000 AM,PSMITHSU05,02-DEC-14 06.50.24.963000000 AM
P1,100,Atypical Provider Type Codes,PRC,Atypical Providers,50100220,P_TY_CD,1,PSMITHSU05,21-AUG-13 01.28.15.076000000 PM,JPRYOR,04-JUN-09 04.54.44.000000000 PM
P1,30,EntityTypeCdsvalidExternal,UIS,EntityTypeCdsvalidExternal,,P_EXTL_ENTY_ID_TY_CD,0,INITIAL_LOAD,17-JUL-08 02.38.54.000000000 PM,INITIAL_LOAD,17-JUL-08 02.38.54.000000000 PM
P1,1074,PRV Types w/in Class 1,PRC,PRV Class1 Types,,P_TY_CD,0,INITIAL_LOAD,15-AUG-07 10.12.40.000000000 AM,INITIAL_LOAD,15-AUG-07 10.12.40.000000000 AM
P1,1075,PRV Types w/in Class 2,PRC,PRV Class2 Types,,P_TY_CD,0,INITIAL_LOAD,15-AUG-07 10.18.43.000000000 AM,INITIAL_LOAD,15-AUG-07 10.18.43.000000000 AM
P1,1076,PRV Types w/in Class 3,PRC,PRV Class3 Types,,P_TY_CD,0,INITIAL_LOAD,15-AUG-07 10.25.31.000000000 AM,INITIAL_LOAD,15-AUG-07 10.25.31.000000000 AM
P1,1077,PRV Types w/in Class 4,PRC,PRV Class4 Types,,P_TY_CD,0,INITIAL_LOAD,15-AUG-07 10.26.23.000000000 AM,INITIAL_LOAD,15-AUG-07 10.26.23.000000000 AM
P1,1080,"PRV Event M010, M020 Reasons",UIS,PRV Missing Info Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,15-AUG-07 10.31.50.000000000 AM,INITIAL_LOAD,15-AUG-07 10.31.50.000000000 AM
P1,1083,PRV Event M030 Reasons,UIS,PRV Cancel Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,15-AUG-07 10.53.22.000000000 AM,INITIAL_LOAD,15-AUG-07 10.53.22.000000000 AM
P1,1084,PRV Event M090 Reasons,UIS,PRV Deny Reasons,,P_EVENT_RSN_CD,0,INITIAL_LOAD,15-AUG-07 10.55.00.000000000 AM,INITIAL_LOAD,15-AUG-07 10.55.00.000000000 AM
P1,49,Valid P_TXNMY_CD values,UIS,Valid Taxonomy codes,,P_TXNMY_CD,0,JPRYOR,05-JUN-09 10.37.21.000000000 AM,JPRYOR,05-JUN-09 10.37.21.000000000 AM
P1,1066,P_ENROL_STAT_RSN_CD,UIS,P_ENROL_STAT_RSN_CD,50495784,P_ENRL_STAT_RSN_CD,1,SPRATT01,21-DEC-16 01.21.58.100000000 PM,mboufford,03-MAY-07 09.11.04.000000000 AM
P1,1067,P_QSTNR_REL_CD,PRC,P_QSTNR_REL_CD,,P_QSTNR_REL_CD,0,mboufford,03-MAY-07 09.11.04.000000000 AM,mboufford,03-MAY-07 09.11.04.000000000 AM
P1,106,P_TY_CDs req Alld Hlth Att #38,PRC,Prv Typ req Bd Allied Hth Lcn,,P_TY_CD,0,JPRYOR,02-MAR-12 12.00.00.000000000 AM,NH.L.Griggs.ESPRD00729661,02-MAR-12 12.00.00.000000000 AM
P1,115,P_TY_CDs req Hear Cr Att #48,PRC,Prv Typ req Bd of Hear Cr Lic,,P_TY_CD,0,JPRYOR,02-MAR-12 12.00.00.000000000 AM,NH.L.Griggs.ESPRD00729661,02-MAR-12 12.00.00.000000000 AM
P1,102,Non-Billing Specialties,PRC,Non-Billing Specialties,,P_SPECL_CD,0,JPRYOR,02-MAR-12 12.00.00.000000000 AM,NH.L.Griggs.ESPRD00758764,02-MAR-12 12.00.00.000000000 AM
P1,114,P_TY_CDs req Chld Yth Att #45,PRC,Prv Typ req Div Child Yth Fam,,P_TY_CD,0,JPRYOR,20-APR-12 12.00.00.000000000 AM,L.Griggs.ES781119.NH3727,20-APR-12 12.00.00.000000000 AM
P1,113,P_TY_CDs req Chld Care Att #44,PRC,Prv Typ req Child Care License,,P_TY_CD,0,JPRYOR,20-APR-12 12.00.00.000000000 AM,L.Griggs.ES781119.NH3727,20-APR-12 12.00.00.000000000 AM
P1,1070,P_RNDR_PROV_ENTY_CD,UIS,P_RNDR_PROV_ENTY_CD,,X12_ENTY_CD,0,mboufford,07-JUN-07 05.50.55.000000000 PM,mboufford,07-JUN-07 05.50.55.000000000 PM
P1,1071,X12_ENTY_TY_CD,UIS,X12_ENTY_TY_CD,,X12_ENTY_TY_CD,0,mboufford,07-JUN-07 05.50.55.000000000 PM,mboufford,07-JUN-07 05.50.55.000000000 PM
P1,1136,P_NWST_RSN_CD,UIS,P_NWST_RSN_CD,50697665,P_NWST_RSN_CD,1,SPRATT01,17-SEP-18 02.00.42.877000000 PM,INITIAL_LOAD,02-APR-10 12.31.49.000000000 PM
P1,2,Mailing Address,PRC,Copy Blng Addr From,,G_ADR_USG_TY_CD,0,INITIAL_LOAD,07-JUN-07 12.49.24.000000000 PM,INITIAL_LOAD,07-JUN-07 12.49.24.000000000 PM
P1,3,Service Address,PRC,Copy Blng Addr From,,G_ADR_USG_TY_CD,0,INITIAL_LOAD,07-JUN-07 12.51.44.000000000 PM,INITIAL_LOAD,07-JUN-07 12.51.44.000000000 PM
P1,4,Opening Time,UIS,Business Hours-Open,,P_OFC_OPEN_CLOSE_TM_NUM,0,INITIAL_LOAD,07-JUN-07 12.52.54.000000000 PM,INITIAL_LOAD,07-JUN-07 12.52.54.000000000 PM
P1,5,Closing Time,UIS,Business Hours-Close,,P_OFC_OPEN_CLOSE_TM_NUM,0,INITIAL_LOAD,07-JUN-07 01.09.40.000000000 PM,INITIAL_LOAD,07-JUN-07 01.09.40.000000000 PM
P1,6,Tax year that B-Notices will be sent to the provider,UIS,For Tax Year,,DM_UNDEFINED,0,INITIAL_LOAD,07-JUN-07 01.16.37.000000000 PM,INITIAL_LOAD,07-JUN-07 01.16.37.000000000 PM
P1,7,Tax year that B-Notices will be sent to the provider,UIS,For Tax Year,,DM_UNDEFINED,0,INITIAL_LOAD,07-JUN-07 01.20.45.000000000 PM,INITIAL_LOAD,07-JUN-07 01.20.45.000000000 PM
P1,1000,P_ADVRS_LEGAL_ACTN_CD,UIS,P_ADVRS_LEGAL_ACTN_CD,,P_ADVRS_LEGAL_ACTN_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1001,P_AFFL_TY_CD,UIS,P_AFFL_TY_CD,,P_AFFL_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1002,P_ALT_ID_TY_CD,UIS,P_ALT_ID_TY_CD,,P_ALT_ID_SRC_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1003,P_APPL_STAT_CD,UIS,P_APPL_STAT_CD,,P_APPL_STAT_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1004,P_ATTACH_TY_CD,PRC,P_ATTACH_TY_CD,50110441,P_ATTACH_TY_CD,1,PSMITHSU05,17-SEP-13 12.47.07.634000000 PM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1005,P_BED_TY_CD,UIS,P_BED_TY_CD,,P_BED_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1006,P_BLLTN_MEDM_CD,UIS,P_BLLTN_MEDM_CD,,P_BLLTN_MEDM_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1007,P_BLNG_CD,UIS,P_BLNG_CD,,P_BLNG_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1008,P_BLNG_MEDM_CD,UIS,P_BLNG_MEDM_CD,,P_BLNG_MEDM_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1009,P_CLIA_CERT_TY_CD,UIS,P_CLIA_CERT_TY_CD,,P_CLIA_CERT_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1010,P_CLIA_LAB_CD,PRC,P_CLIA_LAB_CD,,P_CLIA_LAB_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1013,P_DAY_OF_WK_CD,UIS,P_DAY_OF_WK_CD,,P_DAY_OF_WK_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1015,P_DO_NOT_DSPLY_CD,UIS,P_DO_NOT_DSPLY_CD,,P_DO_NOT_DSPLY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1017,P_ALT_ID_TY_CD,UIS,P_ALT_ID_TY_CD,,P_ALT_ID_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1018,P_ENROL_STAT_TY_CD,UIS,P_ENROL_STAT_TY_CD,,P_ENROL_STAT_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1019,P_EQUIP_TO_SRV_CD,UIS,P_EQUIP_TO_SRV_CD,,P_EQUIP_TO_SRV_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1020,P_EVENT_CD,UIS,P_EVENT_CD,51166964,P_EVENT_CD,1,SPRATT01,16-AUG-23 08.06.04.705000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1021,P_EVENT_RSN_CD,UIS,P_EVENT_RSN_CD,,P_EVENT_RSN_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1022,P_EVENT_TY_CD,PRC,P_EVENT_TY_CD,,P_EVENT_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1023,P_FACI_TY_CD,UIS,P_FACI_TY_CD,,P_FACI_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1024,P_INDIV_GRP_CD,PRC,P_INDIV_GRP_CD,,P_INDIV_GRP_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1025,P_INTERP_SVC_CD,UIS,P_INTERP_SVC_CD,,P_INTERP_SVC_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1064,P_FSCL_END_MO_NUM,UIS,P_FSCL_END_MO_NUM,,DM_MO,0,mboufford,17-APR-07 11.43.43.000000000 AM,mboufford,17-APR-07 11.43.43.000000000 AM
P1,1065,P_TAX_RPT_IND,UIS,P_TAX_RPT_IND,,R_CLM_EXC_CD,0,mboufford,17-APR-07 11.43.43.000000000 AM,mboufford,17-APR-07 11.43.43.000000000 AM
P1,1069,P_BKUP_WHOLD_IND,UIS,P_BKUP_WHOLD_IND,,R_CLM_EXC_CD,0,mboufford,17-MAY-07 01.56.23.000000000 PM,mboufford,17-MAY-07 01.56.23.000000000 PM
P1,1026,P_LANG_CD,UIS,P_LANG_CD,,P_LANG_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1028,P_LIC_CERT_CD,UIS,P_LIC_CERT_CD,,P_LIC_CERT_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1029,P_LIC_RSTRCT_CD,UIS,P_LIC_RSTRCT_CD,,P_LIC_RSTRCT_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1030,P_LOCN_CD,PRC,P_LOCN_CD,,P_LOCN_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1032,P_MCARE_PART_CD,UIS,P_MCARE_PART_CD,,P_MCARE_PART_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1033,P_NF_CLASS_CD,UIS,P_NF_CLASS_CD,,P_NF_CLASS_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1034,P_NW_STAT_CD,UIS,P_NW_STAT_CD,,P_NW_STAT_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1035,P_OIG_MATCH_CD,PRC,P_OIG_MATCH_CD,,P_OIG_MATCH_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1036,P_OIG_SANC_TY_CD,PRC,P_OIG_SANC_TY_CD,,P_OIG_SANC_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1037,P_OWNER_TY_CD,UIS,P_OWNER_TY_CD,,P_OWNER_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1039,P_PHARM_CLASS_CD,UIS,P_PHARM_CLASS_CD,,P_PHARM_CLASS_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1040,P_PRACT_TY_CD,UIS,P_PRACT_TY_CD,,P_PRACT_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1041,P_PROF_TECH_CD,UIS,P_PROF_TECH_CD,,P_PROF_TECH_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1042,P_PROG_INFO_REQ_CD,UIS,P_PROG_INFO_REQ_CD,,P_PROG_INFO_REQ_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1043,P_PRSNL_REL_CD,UIS,P_PRSNL_REL_CD,,P_PRSNL_REL_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1044,P_QSTNR_TY_CD,PRC,P_QSTNR_TY_CD,,P_QSTNR_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1045,P_RACE_CD,UIS,P_RACE_CD,,P_RACE_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1046,P_RA_MEDM_CD,UIS,P_RA_MEDM_CD,,P_RA_MEDM_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1047,P_RA_PRT_SUSP_CD,UIS,P_RA_PRT_SUSP_CD,,P_RA_PRT_SUSP_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1048,P_RA_SORT_SEQ_CD,UIS,P_RA_SORT_SEQ_CD,,P_RA_SORT_SEQ_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1049,P_REC_TY_CD,PRC,P_REC_TY_CD,,P_REC_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1054,P_SPECL_CD,UIS,P_SPECL_CD,50228649,P_SPECL_CD,1,PSMITHSU05,23-JUN-14 08.42.55.198000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1055,P_SPECL_CERT_BOARD_CD,UIS,P_SPECL_CERT_BOARD_CD,,P_SPECL_CERT_BOARD_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1056,P_SPECL_NEED_CD,UIS,P_SPECL_NEED_CD,,P_SPECL_NEED_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1057,P_SVC_CD,UIS,P_SVC_CD,,P_SVC_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1058,P_SVC_TY_CD,UIS,P_SVC_TY_CD,,P_SVC_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1059,P_TITLE_CD,UIS,P_TITLE_CD,,P_TITLE_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1060,P_TPL_AUD_TY_CD,UIS,P_TPL_AUD_TY_CD,,P_TPL_AUD_TY_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1061,P_TXNMY_CD,UIS,P_TXNMY_CD,50146671,P_TXNMY_CD,1,PSMITHSU05,17-DEC-13 09.51.15.063000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
P1,1063,P_TY_CLASS_CD,UIS,P_TY_CLASS_CD,,P_TY_CLASS_CD,0,Conversion NH,30-MAR-07 12.00.00.000000000 AM,Conversion NH,30-MAR-07 12.00.00.000000000 AM
